dataset,record_id,record_id_suffix,title,abstract,framework,a13b_decision,a13b_tier,a13b_p_include,a13b_ecs_final,a13b_confidence,verdict,reason
Cohen_AtypicalAntipsychotics,pubmed:10553738,pubmed:10553738,Double-blind study of clozapine dose response in chronic schizophrenia.,"OBJECTIVE: This study explored the relative efficacy of three different doses of clozapine. METHOD: Fifty patients who met Kane et al.'s criteria for treatment-refractory schizophrenia or schizoaffective disorder were studied. All subjects were randomly assigned to 100, 300, or 600 mg/day of clozapine for 16 weeks of double-blind treatment. Forty-eight patients completed this first 16 weeks. Of the 50 patients, 36 went on to second and third 16-week trials of double-blind treatment at the remaining doses. RESULTS: Four subjects (8%) responded to the first 16-week condition, and one subject (2%) responded to the next 16-week crossover condition. A chi-square comparison of the response rates from the three dose groups failed to show a significant effect. An analysis of variance (ANOVA) comparison of Brief Psychiatric Rating Scale-Anchored (BPRS-A) total change scores from baseline to last observation carried forward showed a significant dose effect (600>300>100 mg/day) at 16 weeks of treatment. A crossover ANOVA of the BPRS-A total scores from the 48-week study also showed that the main effect for dose was highly significant; the 100-mg/day dose gave the higher (poorer) values, and the 300- and 600-mg/ day doses gave equal (better) values. Gender played a role in clinical response to treatment at 100 mg/day. CONCLUSIONS: Clozapine treatment at 100 mg/day was less effective than at 300 or 600 mg/day. At 100 mg/day, women responded better than did men. The 600 mg/day group had the best results, but an occasional patient required up to 900 mg/day. Overall response rates were lower than expected.",pico,INCLUDE,1,0.026346751979523228,1.0,0.8242737033906687,genuine_fp,"Study compares different doses of clozapine (100, 300, 600 mg/day) without a separate comparator group. Dose comparisons are excluded per Comparison criteria (exclude: dose comparison)."
Cohen_Statins,pubmed:7857367,pubmed:7857367,Gender and diet interactions with simvastatin treatment.,"Twelve men and thirteen women with hypercholesterolaemia participated in a 20-week controlled cross-over trial to assess the interaction between dietary fat intake, gender and an HMGCoA reductase inhibitor, simvastatin. Subjects were matched for total cholesterol, age, body mass index (BMI) and plasma triglyceride. Gender-drug interactions were noted with men demonstrating only a 27% fall in LDL cholesterol with simvastatin when consuming a high fat (40% energy) diet compared to women with a 35% fall. In men, the lowest LDL/HDL ratio was achieved with simvastatin on a low fat diet (22% energy). Gender differences in the effect of simvastatin on HDL were confined to HDL3 cholesterol, although the drug raised HDL2 in both sexes on the low fat diet. Simvastatin was responsible for an 11% increase in HDL3 cholesterol in men particularly when on a low fat diet but did not affect HDL3 in women. An important diet-drug interaction was seen in triglyceride response, with a lowering of 17%-20% only when subjects were on a low fat diet. There was a gender difference in response to dietary fat change with men demonstrating a 19% decrease in triglycerides with dietary fat reduction while on simvastatin, whereas women showed a 9% increase which did not reach significance. Men also responded more favourably to dietary fat reduction with at least two-fold greater falls in plasma cholesterol than was seen in women.(ABSTRACT TRUNCATED AT 250 WORDS)",pico,INCLUDE,1,0.05332298403368236,1.0,0.6996515311420062,genuine_fp,"Study design is a crossover trial, which is excluded per criteria (excludes: cohort study, observational study). The abstract states 'controlled cross-over trial', and crossover designs are not listed in the included study designs."
Cohen_Statins,pubmed:10983656,pubmed:10983656,Efficacy and tolerability of pravastatin for the treatment of HIV-1 protease inhibitor-associated hyperlipidaemia: a pilot study.,,pico,INCLUDE,2,0.015197721065595252,1.0,0.8864475305982296,genuine_fp,"The study population is HIV-1 protease inhibitor-associated hyperlipidaemia, which is not among the included populations (e.g., familial hypercholesterolemia, cardiovascular disease) and may represent a different disease population excluded by the criteria."
Cohen_ACEInhibitors,pubmed:7560247,pubmed:7560247,Lisinopril versus placebo in the treatment of heart failure: the Lisinopril Heart Failure Study Group.,"Lisinopril, a long-acting, angiotensin-converting enzyme inhibitor, was compared with placebo in a randomized, parallel, double-blind, 12-week study of 193 patients with heart failure. All patients were New York Heart Association Functional Class II, III, or IV and had remained symptomatic despite optimal dosing with digoxin and diuretics. After 12 weeks of therapy, the improvement in treadmill exercise duration was greater in the lisinopril group (113 seconds) compared with the placebo group (86 seconds). This improvement in exercise duration was particularly evident in patients with left ventricular ejection fractions less than 35% (lisinopril = 130 seconds; placebo = 94 seconds). In patients receiving lisinopril, the increase in exercise duration was accompanied by an improvement in quality of life as measured by the Yale Scale Dyspnea/Fatigue Index and in signs and symptoms of heart failure. In addition, the lisinopril group had a larger mean increase (3.7%) in left ventricular ejection fraction when compared with the placebo group (1.3%). Thus, lisinopril, administered once daily for 12 weeks, was well tolerated and efficacious in the treatment of heart failure when used concomitantly with diuretics and digoxin.",pico,INCLUDE,1,0.03634262267049452,1.0,0.7747357210340253,genuine_fp,"Study duration is 12 weeks, which is less than the required 8 weeks minimum exclusion criterion. The abstract states: '12-week study'."
Cohen_ACEInhibitors,pubmed:13678865,pubmed:13678865,Should all patients with coronary disease receive angiotensin-converting-enzyme inhibitors?,,pico,INCLUDE,1,0.03634239950510673,1.0,0.7747367763363802,genuine_fp,"Title suggests a narrative review or editorial, which is excluded by study design criteria. No abstract available to confirm study design or other criteria."
Cohen_AtypicalAntipsychotics,pubmed:11120419,pubmed:11120419,Improvement in cognition associated with novel antipsychotic drugs: a direct drug effect or reduction of EPS?,"BACKGROUND: Administration of novel, versus classic, antipsychotic agents to patients suffering from psychosis is associated both with moderately better scores on cognitive tests, and with fewer extrapyramidal symptoms (EPS). Because improved motor functioning may enable better performance on some components of cognitive test batteries, and because the advantages of the novel antipsychotics on cognitive performance are not very large, it is sometimes difficult to discern if improvement in a given cognitive task is due to a direct effect of the novel antipsychotic drug, or is secondary to the novel drug's decreased propensity to induce EPS. In an attempt to distinguish between these two possibilities, the present study examined the ability of patients suffering from schizophrenia receiving classic, versus novel antipsychotics, to perform a computerized visuo-motor test (VMT). VMT assesses planning capabilities, attention and executive functions known to be impaired in schizophrenia, which are suggested to be affected by novel antipsychotics. METHODS: Seventy-six patients suffering from schizophrenia or schizophreniform disorder, receiving haloperidol (23 patients, mean dose 10.01+/-6.1mg/day), olanzapine (26 patients, mean dose 10.56 +/- 4.9 mg/day) or risperidone (27 patients, mean dose 4.35 +/- 1.7 mg/day) were assessed for EPS using the parkinsonian subscale of the Extrapyramidal Symptom Rating Subscale (ESRS), and with the VMT. RESULTS: Cognitive functioning as measured by the VMT was better for patients receiving risperidone or olanzapine, compared with those receiving haloperidol (F=6.636, df=2,67, P=0. 002), while the patients receiving haloperidol or risperidone suffered from more severe EPS compared with the patients receiving olanzapine (F=3.996, df=2,71, P=0.023). DISCUSSION: Although the patients receiving risperidone suffered from EPS similar in severity to the EPS of the patients receiving haloperidol, their performance on a task involving visuo-motor and attentional skills was similar to that of the patients receiving olanzapine. This finding implies that there is a dissociation between the antipsychotic drug's ability to affect cognitive functioning, and EPS. This dissociation indirectly suggests that the advantages offered by novel antipsychotics on cognitive performance are a direct effect, rather than being entirely mediated by improved movement abilities.",pico,INCLUDE,1,0.027349851844742746,0.8857675191023606,0.8190778007457974,genuine_fp,"Excluded by Intervention criteria: haloperidol (a first-generation antipsychotic) is the primary comparator, and the criteria exclude studies where the intervention is a first-generation antipsychotic."
Cohen_BetaBlockers,pubmed:9383607,pubmed:9383607,Mode and risk indicators for death during 5 year follow-up of survivors of acute myocardial infarction. An evaluation with particular emphasis on congestive heart failure and age.,"AIM: To describe the mortality rate and the place and mode of death during a 5-year follow-up of patients admitted to hospital with congestive heart failure following an acute myocardial infarction (AMI). METHODS: All the patients admitted to a single hospital following an AMI, regardless of age and whether or not they were admitted to a coronary care unit, were followed up prospectively for 5 years. RESULTS: A total of 882 AMI patients were included. The hospital mortality was 14%. Among patients who were discharged from hospital, the age range was 24-101 (median 70) years, 70% were men, 35% had experienced an anterior AMI and 31% had suffered an inferior AMI. Congestive heart failure was observed in 51% of the patients. Among patients discharged from hospital (n = 740), those with severe congestive heart failure had a mortality of 67% compared with 51% for those with moderate heart failure and 31% for those with no heart failure (P < 0.001). When simultaneously considering age, sex, history of cardiovascular disease, various complications in hospital and medication at discharge, the development of congestive heart failure was found to be an independent predictor of death. The mode and place of death after initial discharge from hospital was similar in patients with and in those without congestive heart failure. Among patients with congestive heart failure who were discharged from hospital, the following factors were associated with an increased risk of death: older age (P < 0.001), no prescription of beta-blockers at discharge (P < 0.01) and a previous history of infarction (P < 0.05). CONCLUSION: The prognosis during 5 years of follow-up after AMI was directly related to the severity of congestive heart failure based on a clinical assessment. The mode and place of death did not differ between patients with and without heart failure. Treatment with beta-blockers was associated with improved survival. Age had a major impact on the prognosis.",pico,INCLUDE,2,0.014006358798764952,1.0,0.8936872781557699,genuine_fp,"Study design is a prospective cohort study, which is allowed for safety outcomes but not for efficacy outcomes. The primary outcome (mortality) is an efficacy outcome, and the criteria require RCTs or systematic reviews for efficacy outcomes. The study does not meet the design criteria for efficacy outcomes."
Cohen_CalciumChannelBlockers,pubmed:11078175,pubmed:11078175,Effect of indomethacin on blood pressure in elderly people with essential hypertension well controlled on amlodipine or enalapril.,"Arthritis and hypertension are frequent comorbidities in the elderly hypertensive population. Nonsteroidal anti-inflammatory drugs are often used to relieve pain in arthritic patients but a side effect is sodium retention and consequent elevation of blood pressure (BP). The effect of dihydropyridine calcium blocking drugs is relatively independent of sodium intake, whereas the angiotensin-converting enzyme (ACE) inhibitors' effects can be blunted by a high-sodium diet. This study compared the effects of indomethacin with placebo in elderly patients with essential hypertension who had been controlled with amlodipine or enalapril. Indomethacin 50 mg twice daily or placebo was administered for 3 weeks in a double-blind crossover study to patients controlled with amlodipine or enalapril. The response was assessed by ambulatory BP measurement. Indomethacin raised BP and lowered pulse rates in patients taking enalapril but had little effect in patients receiving amlodipine. The difference caused by indomethacin between the two groups was 10.1/4.9 mm Hg increase in BP and a 5.6 beats/min fall in pulse in people taking enalapril. Addition of indomethacin to patients taking either drug caused a rise in weight and a fall in plasma renin. It is postulated that the effect is due to inhibition of prostaglandin synthesis, which causes sodium retention. In patients taking amlodipine, the fall in plasma renin ameliorates the effect of sodium retention on BP. In patients taking enalapril, plasma renin falls but this is not translated into an effect because of the blockage of converting enzyme. Thus, the full effect of sodium retention on BP is expressed. In patients treated with indomethacin, fewer patients may respond to ACE inhibitors. However, the major problem is the patient who intermittently takes indomethacin or other nonsteroidal anti-inflammatory drugs, which, if a person is treated by an ACE inhibitor causes BP to go out of control. In such patients amlodipine would appear to be a preferred choice to enalapril.",pico,INCLUDE,1,0.02466852801116369,0.7071067811865476,0.8330942969580988,genuine_fp,"Study compares indomethacin (NSAID) vs placebo in patients already on amlodipine or enalapril. The intervention (indomethacin) is not a calcium channel blocker, violating the 'Intervention: include' criteria which require the intervention to be a CCB."
Cohen_Statins,pubmed:12150693,pubmed:12150693,Pharmacotherapeutic options for the management of myocardial infarction.,"The pharmacological treatment of acute coronary syndrome (ACS), including unstable angina, non-ST- and ST-segment elevation myocardial infarction (MI) is dynamic and continues to evolve. Expert guidelines based on the results of clinical trials for the management of different types of ACS have been published. In both ST-segment elevation and non-ST-segment elevation MI, aspirin/clopidogrel, heparin/low molecular weight heparin/direct thrombin inhibitors, beta-blockers and angiotensin converting enzyme inhibitors are part of the routine regimens. In patients with ST-segment elevation MI, eligibility for thrombolytic therapy needs to be determined and utilised as soon as possible. In patients with non-ST-segment elevation MI, the risks of thrombolytic therapy outweigh the benefits. The use of glycoprotein IIb/IIIa inhibitors has become increasingly important. The use of antihyperlipidaemic agents for the prevention of secondary events in both types of patients continue to be essential and the early aggressive use of lipid-lowering therapy also plays a role in improving endothelial function and stabilising atherosclerotic plaques.",pico,INCLUDE,2,0.015196983852055417,0.7071067811865476,0.8864519671070867,genuine_fp,"The abstract does not mention statins or any specific statin intervention, which is required by the Intervention criteria. It only refers to 'antihyperlipidaemic agents' and 'lipid-lowering therapy' in general terms, which is insufficient for inclusion."
Cohen_Statins,pubmed:8285861,pubmed:8285861,[Lovastatin in the treatment of hypercholesterolemia in non-insulin-dependent diabetes mellitus patients].,"PURPOSE: To evaluate the effects of lovastatin as an hypocholesterolemic agent in non-insulin dependent diabetic (NIDDM) patients with high cholesterol plasma levels. METHODS: Twenty NIDDM patients were included in this study. Hypercholesterolemia was defined as LDL-cholesterol plasma levels above 160mg/dl in female patients and above 130mg/dl in male patients or in women presenting any other risk factor for cardiovascular disease. From the 20 patients included, 18 had also high levels of arterial blood pressure. They were evaluated for admission in the study after they have substituted the antihypertensive medication for at least 6 weeks, from beta-blockers or diuretics to angiotensin converting enzyme inhibitors or calcium channel blockers. Lovastatin was administered in a initial daily dose of 20mg to all patients for 6 weeks. After this period this dose was increased to 40mg in 11 patients with LDL-cholesterol levels above 130mg/dl. All patients were treated for a total period of 24 weeks. RESULTS: Lovastatin therapy for 24 weeks reduced LDL-cholesterol and total cholesterol plasma levels in 30% and 21%, respectively, while no changes in HDL-cholesterol or triglycerides plasma levels were observed. The medication was well tolerated and no changes in bilirrubins or transaminases plasma levels were detected. In 9 patients the serum levels of alkaline phosphatase showed an elevation and the mean level of all group increased from 109 +/- 59 to 188 +/- 60m mu/ml (p < 0.05). This was an isolated abnormality without any other clinical manifestation. CONCLUSION: Lovastatin in NIDDM showed to be an efficient agent to reduce high levels of LDL-cholesterol and total cholesterol. However, the importance of the abnormality observed in serum alkaline phosphatase levels deserves further investigation. In this condition we recommend discontinuation of lovastatin therapy.",pico,INCLUDE,2,0.01520288253636011,0.8857675191023606,0.8864164706300519,genuine_fp,"Study design is single-arm (no control group), violating 'study design' criteria which require RCTs or controlled trials. Abstract describes only pre-post changes in 20 patients without any comparator."
