dataset,record_id,record_id_suffix,title,abstract,framework,a13b_decision,a13b_tier,a13b_p_include,a13b_ecs_final,a13b_confidence,verdict,reason
Leenaars_2020,https://openalex.org/W2032524206,W2032524206,Les anticorps monoclonaux anti-TNF-α dans le traitement de la polyarthrite rhumatoïde,Current slow-acting anti-rheumatic drugs available for rheumatoid arthritis can fail for certain severe cases; some are used empirically. Improvements in our knowledge of its pathogenesis and advances in molecular biology have made it possible to develop partially selective immunotherapy approaches.Tumor necrosis factor-alpha (TNF-alpha) is a critical inflammatory mediator in rheumatoid arthritis and may therefore be a useful target for specific immunotherapy. This article summarizes clinical studies using anti-TNF-alpha antibodies. It appears that there is good evidence for both safety and beneficial effects of anti-TNF-alpha antibodies in short-term treatment of rheumatoid arthritis.It remains to be determined whether specific blockade of a single inflammatory mediator may be useful in long-term management. Therapeutic strategies aimed at concomitantly interfering with multiple pathogenic pathways are currently under investigation.,pico,INCLUDE,1,0.02021099244647946,0.7578582832551991,0.8573764288864034,genuine_fp,"Intervention mismatch: The abstract focuses on anti-TNF-alpha antibodies, which are excluded as 'Biologic DMARDs' and 'anti-TNF agents' per the intervention criteria. The study does not primarily investigate methotrexate."
Leenaars_2020,https://openalex.org/W2054615654,W2054615654,The l-Ser analog #290 promotes bone recovery in OP and RA mice,"We previously characterized the l -Ser analog #290, H(tBut)- l -Ser-O-Methyl·HCl, as a novel inhibitor of osteoclastogenesis which functions in both mouse and human cells. Here, we assessed the activity of #290 in animal models of osteoporosis and rheumatoid arthritis . Treatment of animals with #290 both prevented bone loss and led to the recovery of lost bone in osteoporotic mice. When inflammatory arthritis was induced in SKG mice, #290 treatment suppressed arthritis scores and significantly prevented the destruction of calcaneous bones. Additionally, #290 reciprocally modulated the mammalian target of rapamycin (mTOR) pathway in osteoclasts and osteoblasts in vitro , suggesting a dual effect on bone homeostasis. Our results demonstrate that #290 is a potential novel therapeutic tool for the treatment and/or study of diseases associated with bone destruction.",pico,INCLUDE,1,0.020211033399913016,0.1379729661461215,0.8573761995775816,genuine_fp,"Intervention is #290, not methotrexate. The study does not involve MTX as required by the intervention criteria."
Appenzeller-Herzog_2019,https://openalex.org/W2901588789,W2901588789,Morbus Wilson oder hepatolentikuläre Degeneration,"Zusammenfassung. Der Morbus Wilson, auch progressive hepatolentikuläre Degeneration genannt, ist eine seltene autosomal rezessive Kupferspeicherkrankheit, die sich als Hepatopathie und / oder neurologische bzw. psychiatrische Erkrankung manifestiert. Pathophysiologisch liegt eine Mutation des ATP7B Gens zugrunde, die zur gestörten Kupferausscheidung über die Galle und damit zur Akkumulation von Kupfer in den Hepatozyten und anderen Organen führt. Die Prävalenz liegt bei 1:30 000, die Penetranz, das klinische Erscheinungsbild und der Schweregrad bei Diagnosestellung zeigen jedoch eine grosse Variation; sie reichen von der asymptomatischen Hepatopathie über Leberzirrhose zum akuten Leberversagen mit oder ohne zerebrale Manifestationen. Daher sollte bei unklarer hepatologischer, neurologischer oder psychiatrischer Klinik an diese Differentialdiagnose gedacht werden. Die Differentialdiagnose ist komplex und die Diagnostik umfasst klinische, ophthalmologische (Kayser-Fleischer-Ring in der Spaltlampenuntersuchung), laborchemische, genetische, bildgebende und histologische Kriterien. Der Morbus Wilson ist bei rechtzeitiger Diagnosestellung in der Regel mittels Kupfer-depletierender Therapie (Kupfer-Chelatoren, Zink) behandelbar. Regelmässige Erfolgskontrollen unter Therapie müssen erfolgen. Im Falle eines Leberversagens kann eine Lebertransplantation notwendig werden, die als kurative Therapie eine Heilung vom Gendefekt darstellt. Neue Behandlungsstrategien mit verbesserter Effektivität und Verträglichkeit sind in der klinischen Entwicklung.",pico,INCLUDE,2,0.011060559785957116,0.48741015609903743,0.912255265884006,genuine_fp,"The abstract is a general review of Wilson disease, not a controlled study. It lacks a specific comparison of therapies and does not report clinical outcomes from a comparative study design, which are required by the inclusion criteria."
Leenaars_2019,https://openalex.org/W2011312298,W2011312298,Brain dialysis and dopamine: does the extracellular concentration of dopamine reflect synaptic release?,"We considered the drug-induced circling behaviour of rats monolaterally lesioned with kainic acid (KA) as a marker of the dopamine (DA) concentration in the synaptic space. D-Amphetamine produced a dose-related increase in the DA concentration of the dialysate from an intact striatum and a proportional number of ipsilateral circlings. Pargyline or L-dihydroxyphenylalanine (L-Dopa), alone or in combination with benserazide, increased the concentration of DA to a similar or even higher level than d-amphetamine, but failed to elicit a circling response. Apomorphine given after these drugs at the peak of DA accumulation always induced circling behaviour. The results suggest that released DA may undergo different inactivation processes before reaching the dialysis probe, and that these processes may be differentlly affected by drug treatments. Alternatively, it may be suggested that DA can be released into the synaptic space, in a functional manner, or into the interstitial fluid, from where it cannot reach the synaptic receptors.",peo,INCLUDE,2,0.01404678322210887,0.026591479484724945,0.9159051874257547,genuine_fp,"Excluded by Outcome criteria: focuses on dopamine (DA), which is listed as an excluded biogenic amine, and does not mention histamine or the required amino acids. Also excluded by Population criteria: uses rats, an animal model."
Leenaars_2020,https://openalex.org/W2009716106,W2009716106,Pharmacokinetic study and Fcγ receptor gene analysis in two patients with rheumatoid arthritis controlled by low-dose infliximab,"The main aim of this study is to investigate the pharmacokinetics of infliximab and Fcgamma receptor (FcgammaR) polymorphism in two patients with rheumatoid arthritis (RA) who were well controlled by low-dose infliximab. A 57-year-old woman (Patient 1) and a 67-year-old woman (Patient 2) had active RA despite methotrexate and prednisolone treatments. They improved after the addition of infliximab (3 mg/kg), but developed pneumonia and sepsis, respectively. Although the infliximab doses were reduced to 1.5 mg/kg and 1 mg/kg, respectively, clinical improvements were maintained. Blood samples were obtained at 1 h after infliximab administration and at eight weeks (just before the next dose). The elimination half-life was determined by the serum concentration of infliximab. We also analyzed the polymorphisms of FcgammaRIIA, FcgammaRIIIA, and FcgammaRIIIB for the genomic DNA samples from the two patients and three controls. Amplification of the FcgammaR-genomic regions in allotype-specific polymerase chain reactions was used to distinguish the genotypes. Decresed clearance of infliximab was proven by a pharmacokinetic study of these patients under low-dose infliximab therapy. 131H/H (FcgammaRIIA) and 176F/F (FcgammaRIIIA) were detected in both patients. NA1/NA2 and NA2/NA2 (FcgammaRIIIB) were detected in Patients 1 and 2, respectively. These patients were well controlled over the long term by low-dose infliximab. The mechanism of the reduced clearance of infliximab might possibly be explained in part by the FcgammaR polymorphisms.",pico,INCLUDE,1,0.02021096173145732,0.054928027165305884,0.8867723700404133,genuine_fp,"Study focuses on infliximab pharmacokinetics and FcγR polymorphisms, not methotrexate efficacy. MTX is background therapy, not the intervention under study. Primary outcomes are PK parameters and genetic analysis, not RA efficacy outcomes."
Smid_2020,https://openalex.org/W2074904891,W2074904891,Dissonance and healthy weight eating disorder prevention programs: A randomized efficacy trial.,"In this trial, adolescent girls with body dissatisfaction (N = 481, M age = 17 years) were randomized to an eating disorder prevention program involving dissonance-inducing activities that reduce thin-ideal internalization, a prevention program promoting healthy weight management, an expressive writing control condition, or an assessment-only control condition. Dissonance participants showed significantly greater reductions in eating disorder risk factors and bulimic symptoms than healthy weight, expressive writing, and assessment-only participants, and healthy weight participants showed significantly greater reductions in risk factors and symptoms than expressive writing and assessment-only participants from pretest to posttest. Although these effects faded over 6-month and 12-month follow-ups, dissonance and healthy weight participants showed significantly lower binge eating and obesity onset and reduced service utilization through 12-month follow-up, suggesting that both interventions have public health potential.",pico,INCLUDE,2,0.014080318019483729,0.053472440002669715,0.8932336442419349,genuine_fp,"The study is an applied randomized trial (N=481) evaluating eating disorder prevention programs, not a methodological study comparing Bayesian vs frequentist SEM estimation methods in small samples. It does not address the research question's core elements (SEM, estimation methods, small sample size <200)."
Smid_2020,https://openalex.org/W2282402314,W2282402314,Bayesian Analyses of Mediational Models for Survival Outcome,,pico,INCLUDE,2,0.014080637602389435,0.44145891258146286,0.893231685294057,genuine_fp,"The title indicates a focus on 'Survival Outcome', which is excluded under 'Performance Metrics' (excluded: survival analysis). The study design is also unclear from the title alone, and the abstract is missing, making it impossible to confirm inclusion criteria."
Hall_2012,https://openalex.org/W2101403204,W2101403204,An Integrated Defect Tracking Model for Product Deployment in Telecom Services,This paper presents a new reliability model for the time series of failures uncovered during testing of software products. The time series can be either an S-shaped curve or a slowing exponential. The model is statistically consistent; the variance of the estimated number of failures tends to zero as the test time increases. This model can be used for managing risks in the deployment of new products that support highly reliable telecommunication services.,pcc,INCLUDE,3,0.010428931446430456,0.7071067811865476,0.9163765443799499,genuine_fp,"Excluded by Concept criteria: focuses on reliability modeling and failure time series during testing, not fault prediction models or performance metrics. Also excluded by Study design: presents a new model without empirical validation study."
Smid_2020,https://openalex.org/W1277465625,W1277465625,Bayesian hierarchical grouping: Perceptual grouping as mixture estimation.,"We propose a novel framework for perceptual grouping based on the idea of mixture models, called Bayesian hierarchical grouping (BHG). In BHG, we assume that the configuration of image elements is generated by a mixture of distinct objects, each of which generates image elements according to some generative assumptions. Grouping, in this framework, means estimating the number and the parameters of the mixture components that generated the image, including estimating which image elements are ""owned"" by which objects. We present a tractable implementation of the framework, based on the hierarchical clustering approach of Heller and Ghahramani (2005). We illustrate it with examples drawn from a number of classical perceptual grouping problems, including dot clustering, contour integration, and part decomposition. Our approach yields an intuitive hierarchical representation of image elements, giving an explicit decomposition of the image into mixture components, along with estimates of the probability of various candidate decompositions. We show that BHG accounts well for a diverse range of empirical data drawn from the literature. Because BHG provides a principled quantification of the plausibility of grouping interpretations over a wide range of grouping problems, we argue that it provides an appealing unifying account of the elusive Gestalt notion of Prägnanz.",pico,INCLUDE,2,0.014106226670368857,0.18053203938204976,0.8930748663697576,genuine_fp,"The abstract describes a Bayesian method for perceptual grouping in image analysis, not structural equation modeling (SEM). The study does not compare Bayesian vs frequentist estimation methods in SEM, which is required by the research question and inclusion criteria."
Leenaars_2020,https://openalex.org/W2111113980,W2111113980,RAPID and FAST4WARD trials: certolizumab pegol for rheumatoid arthritis,"In the last decade, biological therapies have dramatically changed the treatment for rheumatoid arthritis (RA) in such a way that remission is currently an achievable goal. The armamentarium of therapeutic options for RA has recently been enriched with another approved anti-TNF-alpha agent, certolizumab pegol (CZP). This article reviews the trials conducted with CZP in RA, the Rheumatoid Arthritis PreventIon of structural Damage (RAPID 1 and 2) and the EFficAcy and Safety of cerTolizumab pegol - 4 Weekly dosAge in RheumatoiD arthritis (FAST4WARD). These trials have demonstrated that this new biological agent significantly improves the clinical signs and symptoms of RA, inhibits progression of structural damage, and improves physical function and quality of life in patients with active RA who have failed treatment with methotrexate. The safety profile of CZP is acceptable and similar to that of other anti-TNF-alpha agents.",pico,INCLUDE,1,0.020211033399913016,0.1379729661461215,0.8573761995775816,genuine_fp,"Intervention mismatch: The study focuses on certolizumab pegol (CZP), a biologic DMARD, which is explicitly excluded by the intervention criteria. The criteria require studies of methotrexate (MTX) efficacy, not biologics."
Leenaars_2020,https://openalex.org/W1996635803,W1996635803,Is there a pharmacoeconomic argument supporting the use of tumor necrosis factor inhibitors in early rheumatoid arthritis?,"Tumor necrosis factor (TNF) inhibitors have proven highly effective in improving the signs and symptoms of rheumatoid arthritis, in inhibiting the progression of joint damage, and improving patients' quality of life. This Viewpoint will discuss the major concern relating to the actual use of TNF inhibitors in the clinic: their relatively high acquisition costs.",pico,INCLUDE,1,0.02021104705107551,0.12011244339814313,0.9431137354553577,genuine_fp,"The abstract focuses on TNF inhibitors and cost-effectiveness, not methotrexate. The intervention criterion requires methotrexate, and the outcome criterion excludes cost-effectiveness outcomes."
Walker_2018,https://openalex.org/W2413029427,W2413029427,Lower 24-h blood pressure regimen in subjects with a familial genealogy of longevity.,"This study investigates the 24-h blood pressure (BP) pattern in longevous subjects and their progeny, in order to validate the hypothesis that the human beings who live beyond their longest expectancy of life should be protected from developing hypertension. Such a characteristic feature is supposed to be a biological aspect of human longevity which can be transmitted to the progeny.The study was carried out on 92 elderly subjects, (45 M, 47 W, 76-102 years), and 28 firstborn descendants of the first (7 M, 7 W, 36-55 years) and second (7 M, 7 W, 16-26 years) generation, in clinical health. The control subjects were 308 clinically healthy individuals (154 M, 154 F, 16-75 years) of the common population, stratified by age.The longevous subjects were found to show a diastolic daily mean level less pronounced than expected, according to the BP age-related trend in the common population. Both the children and grandchildren of the longevous subjects were seen to show a systolic and diastolic daily mean level significantly less pronounced than in their coeval subjects of the common population.Because of the unexpected lower diastolic BP daily mean level in the very old subjects, the hypothesis that the longevous subjects might be protected from developing hypertension via the arteriolar vasoconstriction seems to be confirmed. Because of the lower systolic and diastolic BP in young and adult subjects with a positive familiarity for longevity, the hypothesis that the hemodynamic protection from senile hypertension might be an inheritable biological feature of the longevity seems to be acceptable.",peco,INCLUDE,1,0.1487373960561898,0.45470790305426506,0.39332840222760934,genuine_fp,"Excluded due to exposure criterion: longevity is not an eligible exposure (e.g., environmental, chemical, stress). The study examines inherited traits, not health effects from an exposure."
Radjenovic_2013,https://openalex.org/W2157096094,W2157096094,A maintainability model for industrial software systems using design level metrics,"Software maintenance is a time consuming and expensive phase of a software product's life-cycle. The paper investigates the use of software design metrics to statistically estimate the maintainability of large software systems, and to identify error prone modules. A methodology for assessing, evaluating and, selecting software metrics for predicting software maintainability is presented. In addition, a linear prediction model based on a minimal set of design level software metrics is proposed. The model is evaluated by applying it to industrial software systems.",pcc,INCLUDE,1,0.15510159460713457,0.8857675191023606,0.37753884901826795,genuine_fp,"The abstract focuses on predicting software maintainability, which is excluded by the Concept criteria (exclude: maintainability indexes). Although it mentions identifying error-prone modules, the primary focus is on maintainability, not fault prediction metrics as required."
Meijboom_2021,https://openalex.org/W3034314534,W3034314534,"AB0289 EFFICACY, SAFETY AND IMMUNOGENICITY IN PATIENTS WITH RHEUMATOID ARTHRITIS COMPARING PF-06410293 (ADL-PF), AN ADALIMUMAB (ADL) BIOSIMILAR, AND REFERENCE ADL: RESULTS FROM WEEK 26–52 OF A DOUBLE-BLIND, RANDOMISED PHASE 3 STUDY INCLUDING PATIENTS WHO SWITCHED FROM ADL-PF TO REFERENCE ADL AT WEEK 26","Background: PF-06410293 (ADL-PF) is an adalimumab biosimilar approved for the treatment of several inflammatory and autoimmune indications. 1 The efficacy, safety and immunogenicity of ADL-PF and reference adalimumab sourced from the European Union (ADL-EU) in patients with rheumatoid arthritis (RA) have been demonstrated to be similar in a randomised controlled trial up to 26 weeks (wks; treatment period 1 [TP1]). 2 Objectives: To evaluate the efficacy, safety and immunogenicity of ADL-PF and ADL-EU in patients with moderate to severe RA on longer-term treatment, and following a treatment switch from ADL-EU to ADL-PF in a subset of patients. Methods: This multinational, randomised, double-blind, parallel-group study compared ADL-PF and ADL-EU in essentially biologic-naïve patients with active RA despite methotrexate (MTX) ( NCT02480153 ). In TP1, patients were randomised (1:1) to ADL-PF or ADL-EU (40 mg subcutaneous injection every 2 wks) for 26 wks while continuing MTX (10–25 mg/wk). The primary endpoint was achievement of American College of Rheumatology response (ACR20) at Wk 12. At Wk 26, the start of treatment period 2 (TP2), patients receiving ADL-EU were blindly re-randomised (1:1) to remain on ADL-EU or switch to ADL-PF for 26 wks while patients receiving ADL-PF continued treatment in a blinded manner. Secondary efficacy endpoints at Wks 26, 30, 36, 44 and 52 (ACR20/50/70, European League Against Rheumatism [EULAR] response, Disease Activity Score [DAS] 28-4[CRP] &lt;2.6 and ACR/EULAR defined remission), safety events and percentage of patients with anti-drug antibodies (ADA) were assessed. Results: In TP1, 597 patients were randomised to ADL-PF (n=297) or ADL-EU (n=300). At Wk 26, 552 patients were re-randomised for TP2 (continued ADL-PF, n=283; continued ADL-EU, n=135; switched from ADL-EU to ADL-PF, n=134). Patients who demonstrated at least minimal efficacy continued in TP2. Observed ACR20 rates were comparable between treatment groups at all visits during TP2 ( Figure ). Other measures of deep response (ACR70, EULAR good response, DAS28-4(CRP) &lt;2.6 and ACR/EULAR defined remission) showed maintained efficacy during TP2 in all treatment groups. Incidences of treatment-emergent adverse events were comparable between treatment groups ( Table ). Overall, incidences of ADA through Wk 52 were comparable between treatment groups (47.3%, 54.1% and 45.9% for patients who continued ADL-PF, continued ADL-EU or switched from ADL-EU to ADL-PF, respectively). In patients who switched from ADL-EU to ADL-PF compared with patients who continued ADL-EU, the increase in ADA incidence over TP2 was 0.8% (from 45.1% to 45.9%) versus 6.7% (from 47.4% to 54.1%), respectively. Conclusion: TP2 results demonstrated comparable efficacy, safety and immunogenicity between ADL-PF and ADL-EU was maintained up to Wk 56 and was unaffected by a blinded switch from ADL-EU to ADL-PF at Wk 26. References: [1]Pfizer Inc, 2019. http://labeling.pfizer.com/ShowLabeling.aspx?id=12780 [2]Fleischmann RM et al, Arthritis Res Ther 2018;20:178. Table. All-causality TEAEs: Treatment Period 2 (Safety population) Continued ADL-PF (n=283) Continued ADL-EU (n=135) Switched from ADL-EU to ADL-PF (n=133) Number of AEs 243 112 100 Patients with events, n (%) AEs 123 (43.5) 60 (44.4) 51 (38.3) Serious AEs 4 (1.4) 6 (4.4) 3 (2.3) ≥ Grade 3 AEs 7 (2.5) 7 (5.2) 4 (3.0) TEAEs leading to treatment discontinuation 6 (2.1) 8 (5.9) 2 (1.5) Deaths 0 0 0 ADL-EU, adalimumab sourced from the European Union; ADL-PF, adalimumab biosimilar PF-06410293; AE, adverse event; TEAE, treatment-emergent AE. Acknowledgments: Medical writing support, provided by Jacqui Oliver of Engage Scientific Solutions. The study was funded by Pfizer. Disclosure of Interests: Roy Fleischmann Grant/research support from: AbbVie, Akros, Amgen, AstraZeneca, Bristol-Myers Squibb, Boehringer, IngelhCentrexion, Eli Lilly, EMD Serono, Genentech, Gilead, Janssen, Merck, Nektar, Novartis, Pfizer, Regeneron Pharmaceuticals, Inc., Roche, Samsung, Sandoz, Sanofi Genzyme, Selecta, Taiho, UCB, Consultant of: AbbVie, ACEA, Amgen, Bristol-Myers Squibb, Eli Lilly, Gilead, GlaxoSmithKline, Novartis, Pfizer, Sanofi Genzyme, UCB, Daniel Alvarez Shareholder of: Pfizer, Employee of: Pfizer, Amy Bock Shareholder of: Pfizer, Employee of: Pfizer, Carol Cronenberger Shareholder of: Pfizer, Employee of: Pfizer, Ivana Vranic Shareholder of: Pfizer, Employee of: Pfizer, Wuyan Zhang Shareholder of: Pfizer, Employee of: Pfizer, Rieke Alten Grant/research support from: Pfizer, Galapagos, Galapagos NV, Gilead, Gilead Sciences, Inc., Novartis, Consultant of: Pfizer, Speakers bureau: Pfizer",peo,INCLUDE,1,0.10471267452675016,0.6299605249474366,0.5162411607025044,genuine_fp,"Exposure mismatch: Study examines switch from originator to biosimilar (ADL-EU to ADL-PF), but criteria require retransition from biosimilar back to originator. This violates the core exposure definition."
Leenaars_2020,https://openalex.org/W1608698470,W1608698470,Combination of <i>Mangifera indica</i> L. Extract Supplementation Plus Methotrexate in Rheumatoid Arthritis Patients: A Pilot Study,"The purpose of the present study was to evaluate the possible therapeutic effects and the safety of Mangifera indica extract (Vimang tablets, 300 mg) combined with methotrexate (MTX) on reducing disease activity in rheumatoid arthritis (RA). Twenty patients with active RA underwent a year of treatment with MTX (12.5 mg/week) associated to non-steroidal anti-inflammatory drugs (NSAIDs) and/or prednisone (5-10 mg/day) were randomly allocated to the experimental group (n=10), that received the extract supplementation (900 mg/day) or preceding usual treatment (n=10) during 180 days. RA activity was evaluated using the tender and swollen joint counts, erythrocyte sedimentation rate, disease activity score-28 (DAS 28), visual analogue scale (VAS) and health assessment questionnaire (HAQ). Treatment's efficacy was demonstrated with ACR criteria. Only the patients of MTX-Vimang group revealed statistically significant improvement in DAS 28 parameters with respect baseline data but no differences were observed between groups. ACR improvements amounted 80% only in MTX-Vimang group at the 90 days (p<0.001). In MTX-Vimang group, 100% of patients decreased NSAIDs administration (p<0.01) and 70% of those eradicated gastrointestinal side effects (p<0.01) ensuing of the preceding treatment. Other adverse effects were not reported.",pico,INCLUDE,1,0.14722713967458076,0.7578582832551991,0.3971425021843549,genuine_fp,"Study compares MTX + Vimang vs MTX alone, which is an add-on therapy comparison excluded by the 'Comparison' criteria. The study also includes NSAIDs and/or prednisone in both arms, which are excluded interventions."
van_Dis_2020,https://openalex.org/W2122918071,W2122918071,Experimental desensitization following three types of instructions,,pico,INCLUDE,1,0.1311704611383374,0.44145891258146286,0.4393605363520169,genuine_fp,"Title indicates 'Experimental desensitization' which is a behavioral technique, but the abstract is missing, making it impossible to confirm if it meets the CBT intervention criteria, has a valid comparator, or reports long-term outcomes. Without this information, the record cannot be reliably included."
Radjenovic_2013,https://openalex.org/W2112376429,W2112376429,Using coupling measurement for impact analysis in object-oriented systems,"Many coupling measures have been proposed in the context of object oriented (OO) systems. In addition, due to the numerous dependencies present in OO systems, several studies have highlighted the complexity of using dependency analysis to perform impact analysis. An alternative is to investigate the construction of probabilistic decision models based on coupling measurement to support impact analysis. In addition to providing an ordering of classes where ripple effects are more likely, such an approach is simple and can be automated. In our investigation, we perform a thorough analysis on a commercial C++ system where change data has been collected over several years. We identify the coupling dimensions that seem to be significantly related to ripple effects and use these dimensions to rank classes according to their probability of containing ripple effects. We then assess the expected effectiveness of such decision models.",pcc,INCLUDE,1,0.15467703643393024,0.8857675191023606,0.3785781262917314,genuine_fp,"The study focuses on impact analysis and ripple effects, not fault prediction. The abstract does not mention fault prediction metrics or evaluating their ability to predict software faults (Concept criterion)."
Radjenovic_2013,https://openalex.org/W2125999269,W2125999269,The Effects of Over and Under Sampling on Fault-prone Module Detection,"The goal of this paper is to improve the prediction performance of fault-prone module prediction models (fault-proneness models) by employing over/under sampling methods, which are preprocessing procedures for a fit dataset. The sampling methods are expected to improve prediction performance when the fit dataset is unbalanced, i.e. there exists a large difference between the number of fault-prone modules and not-fault-prone modules. So far, there has been no research reporting the effects of applying sampling methods to fault-proneness models. In this paper, we experimentally evaluated the effects of four sampling methods (random over sampling, synthetic minority over sampling, random under sampling and one-sided selection) applied to four fault-proneness models (linear discriminant analysis, logistic regression analysis, neural network and classification tree) by using two module sets of industry legacy software. All four sampling methods improved the prediction performance of the linear and logistic models, while neural network and classification tree models did not benefit from the sampling methods. The improvements of Fl-values in linear and logistic models were 0.078 at minimum, 0.224 at maximum and 0.121 at the mean.",pcc,INCLUDE,1,0.15484721591178197,0.8857675191023606,0.37816130484067756,label_error,The study evaluates fault prediction metrics (Concept) using empirical validation (Context) on software modules (Population) via an experimental study (Study design). It clearly meets all inclusion criteria.
Smid_2020,https://openalex.org/W1999171101,W1999171101,Reference priors for linear models with general covariance structures,"Abstract We develop a new class of reference priors for linear models with general covariance structures. A general Markov chain Monte Carlo algorithm is also proposed for implementing the computation. We present several examples to demonstrate the results: Bayesian penalized spline smoothing, a Bayesian approach to bivariate smoothing for a spatial model, and prior specification for structural equation models.",pico,INCLUDE,1,0.19066192072514404,0.19932353156386887,0.2971459050525401,genuine_fp,"The abstract does not mention frequentist methods or comparison with them, which is required by the inclusion criteria. It focuses solely on Bayesian priors and MCMC, lacking the comparative element central to the research question."
van_Dis_2020,https://openalex.org/W2594859959,W2594859959,Does patient reluctance towards exposure and psychologists’ attitudes about evidence based practice influence treatment recommendations for panic disorder? An experimental investigation,"This study examined the effects of patient reluctance towards exposure on practitioners' subsequent treatment recommendations. Participants (N=236) were doctoral level psychologists who received a vignette of a patient with panic disorder, which either did (experimental group) or did not (control group) mention patient reluctance towards exposure. Evidence Based Practice (EBP) attitudes were also assessed and taken into account. A significant main effect of reluctance, averaged across all levels of EBP attitudes, and theoretical orientations was obtained (OR=2.85, 95% CI=[1.51, 5.39], p=0.001, RR=1.46), with controls 1.46 times more likely to recommend exposure. A significant main effect of EBP attitudes was also obtained (p<0.001). The odds of recommending exposure increased by 11% with each increase of positive EBP attitudes, across both levels of patient reluctance and theoretical orientation.",pico,INCLUDE,1,0.15708387630585016,0.44145891258146286,0.37271260671795836,genuine_fp,"Study design is experimental (vignette-based), not a clinical trial or longitudinal study. It examines psychologists' treatment recommendations, not patient outcomes. Fails Study_Design_Include and Outcome criteria."
Radjenovic_2013,https://openalex.org/W2169430560,W2169430560,Identifying fault-prone function blocks using the neural networks - an empirical study,"An empirical study was carried out at ETRI to investigate the relationship between several metrics and the number of change requests associated with function blocks. For this, we propose the software metrics of CHILL language, which are used to develop the telecommunication software. We present the identification method of fault-prone function blocks of telecommunication software based on neural-networks. We focus on investigate the relationship between the proposed metrics and function block's faults which are found during development phase. Using the neural network model, we classify function blocks as either fault-prone or not fault prone based on the proposed metrics. Therefore, for newly added function blocks, we can predict whether the function block is fault-prone or not fault prone.",pcc,INCLUDE,1,0.15506838737072084,0.8857675191023606,0.3776200655223786,label_error,"Abstract describes empirical evaluation of software metrics (CHILL language) for fault prediction in telecommunication software using neural networks, which aligns with all inclusion criteria (Concept, Context, Population, Study design)."
Walker_2018,https://openalex.org/W2997716697,W2997716697,Effect of protein restriction on growth of adult and developing rats (first and second generations).,,peco,INCLUDE,1,0.14930873222284044,0.7071067811865475,0.39189230006345044,genuine_fp,"Excluded by Population criteria: 'F1 generation (direct germline exposure)' is excluded, and the title specifies 'first and second generations' (F1 and F2), not F2 or beyond as required."
Walker_2018,https://openalex.org/W1973434909,W1973434909,INHALATION DEVELOPMENTAL TOXICITY AND REPRODUCTION STUDIES WITH CYCLOHEXANE,"The reproductive and developmental toxicity of cyclohexane was assessed in a two-generation reproduction study with Crl:CD BR rats and in developmental toxicity studies with Crl:CD BR rats and Hra:(NZW)SPF rabbits. The animals were exposed whole-body to atmospheric concentrations of 0, 500, 2000, or 7000 ppm cyclohexane. In the two-generation reproduction study, parental effects included statistically significantly lower mean body weight, overall mean body weight gain, and overall mean food efficiency for P1 and F1 females of the 7000 ppm level and statistically significantly lower mean body weight for F1 males of that level. Adult rats exposed to 2000 ppm cyclohexane and above exhibited a transient diminished or absent response to a sound stimulus while in the chambers during exposure. Mean pup weight was statistically significantly lower than control from lactation day 7 throughout the remainder of the 25-day lactation period for both F1 and F2 7000 ppm litters. Changes observed at 500 ppm were either considered not to be compound related or not adverse. Therefore, the systemic-toxicity no-observed-effect level (NOEL) was 500 ppm and the reproductive NOEL was 2000 ppm. The reproductive NOEL was based solely on the decreased pup weights in both the F1 and F2 generations observed at 7000 ppm. In the developmental toxicity studies, only the rats showed evidence of maternal toxicity. For rats in the 7000 ppm group, statistically significant reductions were observed in overall maternal body weight gain and overall maternal food consumption for the treatment period. Rats exposed to 2000 ppm cyclohexane and above again exhibited a transient diminished or absent response to a sound stimulus while in the chambers during exposure. Therefore, for rats, the maternal no-observed-effect level (NOEL) was 500 ppm. In the rabbit developmental toxicity study, no compound-related maternal effects were observed at concentration levels of 7000 ppm and below. Therefore, the maternal NOEL for rabbits was 7000 ppm. No compound-related evidence of developmental toxicity was observed at any test concentration in either species. Therefore, the developmental NOEL for both species was 7000 ppm, the highest concentration tested.",peco,INCLUDE,1,0.14863689487245973,0.6299605249474366,0.3935814048637797,genuine_fp,Outcome criterion violation: The abstract reports 'decreased pup weights' in F1 and F2 generations but does not link this to any specific health effect or disease phenotype listed in the inclusion criteria. Purely physiological changes like weight alterations without a linked health effect are excluded.
