sample_id,dataset,record_id,title,abstract,element_key,element_description,truth_label,fn_verdict,fn_reason,source
FN_W2011922368,Muthu_2021,https://openalex.org/W2011922368,Comparison of artificial total disc replacement versus fusion for lumbar degenerative disc disease: a meta-analysis of randomized controlled trials,"To compare the efficacy and safety of TDR to that of the fusion for the treatment of lumbar degenerative disc disease (LDDD).Randomized controlled trials comparing TDR with any other intervention for LDDD were acquired by a comprehensive search in PubMedCentral, MEDLINE, EMBASE, BIOSIS, ClinicalTrials.gov, and the FDA trials register. Methodologic quality was assessed and relevant data were retrieved, and appropriate meta-analysis was performed. Two review authors independently selected studies,",intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,match,label_error,"Meta-analysis of RCTs (TDR vs fusion), not an RCT itself",fn_audit_inferred
FN_W2011922368,Muthu_2021,https://openalex.org/W2011922368,Comparison of artificial total disc replacement versus fusion for lumbar degenerative disc disease: a meta-analysis of randomized controlled trials,"To compare the efficacy and safety of TDR to that of the fusion for the treatment of lumbar degenerative disc disease (LDDD).Randomized controlled trials comparing TDR with any other intervention for LDDD were acquired by a comprehensive search in PubMedCentral, MEDLINE, EMBASE, BIOSIS, ClinicalTrials.gov, and the FDA trials register. Methodologic quality was assessed and relevant data were retrieved, and appropriate meta-analysis was performed. Two review authors independently selected studies,",study_design,study_design,mismatch,label_error,"Meta-analysis of RCTs (TDR vs fusion), not an RCT itself",fn_audit_inferred
FN_W2050979399,Muthu_2021,https://openalex.org/W2050979399,"Intraoperative systemic infusion of lidocaine reduces postoperative pain after lumbar surgery: a double-blinded, randomized, placebo-controlled clinical trial","Analgesic effect of lidocaine infusion on postoperative pain.The aim of this study was to evaluate the analgesic effect of lidocaine infusion on postoperative pain after lumbar microdiscectomy.This study used a prospective, randomized, double-blinded, and placebo-controlled clinical trial.Fifty-one patients participated in this randomized, double-blinded study.The primary outcome was the visual analog scale (VAS) (0-100 mm) pain score at 4 hours after surgery. The secondary outcomes were the VAS",population,Population | Include: spine surgery; spinal surgery; spinal procedure; spinal fusion; spinal decompression | Exclude: peripheral nerve surgery; cranial surgery; neurosurgery for intracranial pathology,match,genuine_fn,RCT: lidocaine infusion in lumbar surgery — is a spine surgery RCT,fn_audit_inferred
FN_W2050979399,Muthu_2021,https://openalex.org/W2050979399,"Intraoperative systemic infusion of lidocaine reduces postoperative pain after lumbar surgery: a double-blinded, randomized, placebo-controlled clinical trial","Analgesic effect of lidocaine infusion on postoperative pain.The aim of this study was to evaluate the analgesic effect of lidocaine infusion on postoperative pain after lumbar microdiscectomy.This study used a prospective, randomized, double-blinded, and placebo-controlled clinical trial.Fifty-one patients participated in this randomized, double-blinded study.The primary outcome was the visual analog scale (VAS) (0-100 mm) pain score at 4 hours after surgery. The secondary outcomes were the VAS",intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,match,genuine_fn,RCT: lidocaine infusion in lumbar surgery — is a spine surgery RCT,fn_audit_inferred
FN_W2050979399,Muthu_2021,https://openalex.org/W2050979399,"Intraoperative systemic infusion of lidocaine reduces postoperative pain after lumbar surgery: a double-blinded, randomized, placebo-controlled clinical trial","Analgesic effect of lidocaine infusion on postoperative pain.The aim of this study was to evaluate the analgesic effect of lidocaine infusion on postoperative pain after lumbar microdiscectomy.This study used a prospective, randomized, double-blinded, and placebo-controlled clinical trial.Fifty-one patients participated in this randomized, double-blinded study.The primary outcome was the visual analog scale (VAS) (0-100 mm) pain score at 4 hours after surgery. The secondary outcomes were the VAS",study_design,study_design,match,genuine_fn,RCT: lidocaine infusion in lumbar surgery — is a spine surgery RCT,fn_audit_inferred
FN_W2081494650,Muthu_2021,https://openalex.org/W2081494650,Randomized Clinical Study to Compare the Accuracy of Navigated and Non-Navigated Thoracic Pedicle Screws in Deformity Correction Surgeries,"Randomized clinical trial (level I evidence).To compare the accuracy of non-navigation and Iso-C based navigation in pedicle screw fixation in thoracic spine deformities.Thoracic pedicle screw insertion for spinal deformity correction can be associated with increased pedicle breaches. Iso-C based navigation has been reported to improve the accuracy of pedicle screw placement, but its use in the presence of deformity has not been reported.Twenty-seven patients with scoliosis and 6 patients with k",population,Population | Include: spine surgery; spinal surgery; spinal procedure; spinal fusion; spinal decompression | Exclude: peripheral nerve surgery; cranial surgery; neurosurgery for intracranial pathology,match,ambiguous,RCT: navigated vs non-navigated pedicle screws — spine surgery RCT but fragility applicability unclear,fn_audit_inferred
FN_W2081494650,Muthu_2021,https://openalex.org/W2081494650,Randomized Clinical Study to Compare the Accuracy of Navigated and Non-Navigated Thoracic Pedicle Screws in Deformity Correction Surgeries,"Randomized clinical trial (level I evidence).To compare the accuracy of non-navigation and Iso-C based navigation in pedicle screw fixation in thoracic spine deformities.Thoracic pedicle screw insertion for spinal deformity correction can be associated with increased pedicle breaches. Iso-C based navigation has been reported to improve the accuracy of pedicle screw placement, but its use in the presence of deformity has not been reported.Twenty-seven patients with scoliosis and 6 patients with k",intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,match,ambiguous,RCT: navigated vs non-navigated pedicle screws — spine surgery RCT but fragility applicability unclear,fn_audit_inferred
FN_W2081494650,Muthu_2021,https://openalex.org/W2081494650,Randomized Clinical Study to Compare the Accuracy of Navigated and Non-Navigated Thoracic Pedicle Screws in Deformity Correction Surgeries,"Randomized clinical trial (level I evidence).To compare the accuracy of non-navigation and Iso-C based navigation in pedicle screw fixation in thoracic spine deformities.Thoracic pedicle screw insertion for spinal deformity correction can be associated with increased pedicle breaches. Iso-C based navigation has been reported to improve the accuracy of pedicle screw placement, but its use in the presence of deformity has not been reported.Twenty-seven patients with scoliosis and 6 patients with k",study_design,study_design,match,ambiguous,RCT: navigated vs non-navigated pedicle screws — spine surgery RCT but fragility applicability unclear,fn_audit_inferred
FN_W2085626304,Muthu_2021,https://openalex.org/W2085626304,Safety of balloon kyphoplasty in the treatment of osteoporotic vertebral compression fractures in Europe: a meta-analysis of randomized controlled trials,The study aims to evaluate the safety of balloon kyphoplasty in the treatment of painful osteoporotic vertebral compression fractures in Europe.,population,Population | Include: spine surgery; spinal surgery; spinal procedure; spinal fusion; spinal decompression | Exclude: peripheral nerve surgery; cranial surgery; neurosurgery for intracranial pathology,match,label_error,"Meta-analysis of RCTs (balloon kyphoplasty), not an RCT itself",fn_audit_inferred
FN_W2085626304,Muthu_2021,https://openalex.org/W2085626304,Safety of balloon kyphoplasty in the treatment of osteoporotic vertebral compression fractures in Europe: a meta-analysis of randomized controlled trials,The study aims to evaluate the safety of balloon kyphoplasty in the treatment of painful osteoporotic vertebral compression fractures in Europe.,intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,match,label_error,"Meta-analysis of RCTs (balloon kyphoplasty), not an RCT itself",fn_audit_inferred
FN_W2085626304,Muthu_2021,https://openalex.org/W2085626304,Safety of balloon kyphoplasty in the treatment of osteoporotic vertebral compression fractures in Europe: a meta-analysis of randomized controlled trials,The study aims to evaluate the safety of balloon kyphoplasty in the treatment of painful osteoporotic vertebral compression fractures in Europe.,study_design,study_design,mismatch,label_error,"Meta-analysis of RCTs (balloon kyphoplasty), not an RCT itself",fn_audit_inferred
FN_W2424326616,Muthu_2021,https://openalex.org/W2424326616,Anterior cervical discectomy and fusion (ACDF) versus cervical disc arthroplasty (CDA) for two contiguous levels cervical disc degenerative disease: a meta-analysis of randomized controlled trials,"Anterior cervical discectomy and fusion (ACDF) has been considered as a gold standard for symptomatic cervical disc degeneration (CDD), which may result in progressive degeneration of the adjacent segments. The artificial cervical disc was designed to reduce the number of lesions in the adjacent segments. Clinical studies have demonstrated equivalence of cervical disc arthroplasty (CDA) for anterior cervical discectomy and fusion in single segment cervical disc degeneration. But for two contiguo",population,Population | Include: spine surgery; spinal surgery; spinal procedure; spinal fusion; spinal decompression | Exclude: peripheral nerve surgery; cranial surgery; neurosurgery for intracranial pathology,match,label_error,"Meta-analysis of RCTs (ACDF vs CDA), not an RCT itself",fn_audit_inferred
FN_W2424326616,Muthu_2021,https://openalex.org/W2424326616,Anterior cervical discectomy and fusion (ACDF) versus cervical disc arthroplasty (CDA) for two contiguous levels cervical disc degenerative disease: a meta-analysis of randomized controlled trials,"Anterior cervical discectomy and fusion (ACDF) has been considered as a gold standard for symptomatic cervical disc degeneration (CDD), which may result in progressive degeneration of the adjacent segments. The artificial cervical disc was designed to reduce the number of lesions in the adjacent segments. Clinical studies have demonstrated equivalence of cervical disc arthroplasty (CDA) for anterior cervical discectomy and fusion in single segment cervical disc degeneration. But for two contiguo",intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,match,label_error,"Meta-analysis of RCTs (ACDF vs CDA), not an RCT itself",fn_audit_inferred
FN_W2424326616,Muthu_2021,https://openalex.org/W2424326616,Anterior cervical discectomy and fusion (ACDF) versus cervical disc arthroplasty (CDA) for two contiguous levels cervical disc degenerative disease: a meta-analysis of randomized controlled trials,"Anterior cervical discectomy and fusion (ACDF) has been considered as a gold standard for symptomatic cervical disc degeneration (CDD), which may result in progressive degeneration of the adjacent segments. The artificial cervical disc was designed to reduce the number of lesions in the adjacent segments. Clinical studies have demonstrated equivalence of cervical disc arthroplasty (CDA) for anterior cervical discectomy and fusion in single segment cervical disc degeneration. But for two contiguo",study_design,study_design,mismatch,label_error,"Meta-analysis of RCTs (ACDF vs CDA), not an RCT itself",fn_audit_inferred
FN_W1531895073,van_de_Schoot_2018,https://openalex.org/W1531895073,Prospective Trajectories of Posttraumatic Stress in College Women Following a Campus Mass Shooting,"In a sample with known levels of preshooting posttraumatic stress (PTS) symptoms, we examined the impact of a campus mass shooting on trajectories of PTS in the 31 months following the shooting using latent growth mixture modeling. Female students completed 7 waves of a longitudinal study (sample sizes ranged from 812 to 559). We identified 4 distinct trajectories (n = 660): (a) minimal impact-resilience (60.9%), (b) high impact-recovery (29.1%), (c) moderate impact-moderate symptoms (8.2%), and",population,"Population | Include: Trauma Survivors; Trauma-Exposed Individuals; Post-Traumatic Stress Disorder; PTSD; Stress Disorders, Post-Traumatic | Exclude: General Population (non-trauma exposed); Primary Anxiety Disorders (without PTSD); Adjustment Disorders",match,genuine_fn,LGMM for PTSD trajectories after campus mass shooting,fn_audit_inferred
FN_W1531895073,van_de_Schoot_2018,https://openalex.org/W1531895073,Prospective Trajectories of Posttraumatic Stress in College Women Following a Campus Mass Shooting,"In a sample with known levels of preshooting posttraumatic stress (PTS) symptoms, we examined the impact of a campus mass shooting on trajectories of PTS in the 31 months following the shooting using latent growth mixture modeling. Female students completed 7 waves of a longitudinal study (sample sizes ranged from 812 to 559). We identified 4 distinct trajectories (n = 660): (a) minimal impact-resilience (60.9%), (b) high impact-recovery (29.1%), (c) moderate impact-moderate symptoms (8.2%), and",index_factor,Intervention/Analysis Method | Include: Bayesian analysis; Bayesian modeling; trajectory analysis; growth mixture modeling; latent class analysis | Exclude: frequentist statistics; non-Bayesian methods; non-trajectory analysis,match,genuine_fn,LGMM for PTSD trajectories after campus mass shooting,fn_audit_inferred
FN_W1531895073,van_de_Schoot_2018,https://openalex.org/W1531895073,Prospective Trajectories of Posttraumatic Stress in College Women Following a Campus Mass Shooting,"In a sample with known levels of preshooting posttraumatic stress (PTS) symptoms, we examined the impact of a campus mass shooting on trajectories of PTS in the 31 months following the shooting using latent growth mixture modeling. Female students completed 7 waves of a longitudinal study (sample sizes ranged from 812 to 559). We identified 4 distinct trajectories (n = 660): (a) minimal impact-resilience (60.9%), (b) high impact-recovery (29.1%), (c) moderate impact-moderate symptoms (8.2%), and",study_design,study_design,match,genuine_fn,LGMM for PTSD trajectories after campus mass shooting,fn_audit_inferred
FN_W1540984113,van_de_Schoot_2018,https://openalex.org/W1540984113,The Relationship Between Course of PTSD Symptoms in Deployed U.S. Marines and Degree of Combat Exposure,"Large cohort studies suggest that most military personnel experience minimal posttraumatic stress disorder (PTSD) symptoms following warzone deployment, an outcome often labeled resilience. Very low symptom levels, however, may be a marker for low exposure, not resilience, which requires relatively high-magnitude or high-frequency stress exposure as a precondition. We used growth mixture modeling (GMM) to examine the longitudinal course of lifetime PTSD symptoms following combat exposure by disa",population,"Population | Include: Trauma Survivors; Trauma-Exposed Individuals; Post-Traumatic Stress Disorder; PTSD; Stress Disorders, Post-Traumatic | Exclude: General Population (non-trauma exposed); Primary Anxiety Disorders (without PTSD); Adjustment Disorders",match,genuine_fn,GMM for PTSD symptom course in deployed Marines,fn_audit_inferred
FN_W1540984113,van_de_Schoot_2018,https://openalex.org/W1540984113,The Relationship Between Course of PTSD Symptoms in Deployed U.S. Marines and Degree of Combat Exposure,"Large cohort studies suggest that most military personnel experience minimal posttraumatic stress disorder (PTSD) symptoms following warzone deployment, an outcome often labeled resilience. Very low symptom levels, however, may be a marker for low exposure, not resilience, which requires relatively high-magnitude or high-frequency stress exposure as a precondition. We used growth mixture modeling (GMM) to examine the longitudinal course of lifetime PTSD symptoms following combat exposure by disa",index_factor,Intervention/Analysis Method | Include: Bayesian analysis; Bayesian modeling; trajectory analysis; growth mixture modeling; latent class analysis | Exclude: frequentist statistics; non-Bayesian methods; non-trajectory analysis,match,genuine_fn,GMM for PTSD symptom course in deployed Marines,fn_audit_inferred
FN_W1540984113,van_de_Schoot_2018,https://openalex.org/W1540984113,The Relationship Between Course of PTSD Symptoms in Deployed U.S. Marines and Degree of Combat Exposure,"Large cohort studies suggest that most military personnel experience minimal posttraumatic stress disorder (PTSD) symptoms following warzone deployment, an outcome often labeled resilience. Very low symptom levels, however, may be a marker for low exposure, not resilience, which requires relatively high-magnitude or high-frequency stress exposure as a precondition. We used growth mixture modeling (GMM) to examine the longitudinal course of lifetime PTSD symptoms following combat exposure by disa",study_design,study_design,match,genuine_fn,GMM for PTSD symptom course in deployed Marines,fn_audit_inferred
FN_W2056927632,van_de_Schoot_2018,https://openalex.org/W2056927632,The course of PTSD symptoms among Gulf War veterans: A growth mixture modeling approach,"Relatively little is known about the course of PTSD symptoms over time following trauma exposure. Accordingly, this study utilized a specialized structural equation modeling approach, growth mixture modeling, to examine the trajectory of PTSD symptoms across three time points in a sample of Gulf War veterans (n at Time 1 = 2,949, n at Time 2 = 2,313, and n at Time 3 = 1,327). Results were most consistent with a two-group model suggesting that the course of PTSD symptoms following the Gulf War wa",population,"Population | Include: Trauma Survivors; Trauma-Exposed Individuals; Post-Traumatic Stress Disorder; PTSD; Stress Disorders, Post-Traumatic | Exclude: General Population (non-trauma exposed); Primary Anxiety Disorders (without PTSD); Adjustment Disorders",match,genuine_fn,GMM for PTSD in Gulf War veterans,fn_audit_inferred
FN_W2056927632,van_de_Schoot_2018,https://openalex.org/W2056927632,The course of PTSD symptoms among Gulf War veterans: A growth mixture modeling approach,"Relatively little is known about the course of PTSD symptoms over time following trauma exposure. Accordingly, this study utilized a specialized structural equation modeling approach, growth mixture modeling, to examine the trajectory of PTSD symptoms across three time points in a sample of Gulf War veterans (n at Time 1 = 2,949, n at Time 2 = 2,313, and n at Time 3 = 1,327). Results were most consistent with a two-group model suggesting that the course of PTSD symptoms following the Gulf War wa",index_factor,Intervention/Analysis Method | Include: Bayesian analysis; Bayesian modeling; trajectory analysis; growth mixture modeling; latent class analysis | Exclude: frequentist statistics; non-Bayesian methods; non-trajectory analysis,match,genuine_fn,GMM for PTSD in Gulf War veterans,fn_audit_inferred
FN_W2056927632,van_de_Schoot_2018,https://openalex.org/W2056927632,The course of PTSD symptoms among Gulf War veterans: A growth mixture modeling approach,"Relatively little is known about the course of PTSD symptoms over time following trauma exposure. Accordingly, this study utilized a specialized structural equation modeling approach, growth mixture modeling, to examine the trajectory of PTSD symptoms across three time points in a sample of Gulf War veterans (n at Time 1 = 2,949, n at Time 2 = 2,313, and n at Time 3 = 1,327). Results were most consistent with a two-group model suggesting that the course of PTSD symptoms following the Gulf War wa",study_design,study_design,match,genuine_fn,GMM for PTSD in Gulf War veterans,fn_audit_inferred
FN_W2068827642,van_de_Schoot_2018,https://openalex.org/W2068827642,Trajectories of PTSD symptoms following sexual assault: Is resilience the modal outcome?,"Theoretical frameworks positing qualitatively distinct trajectories of posttrauma outcome have received initial empirical support, but have not been investigated in cases of severe interpersonal trauma. To address this limitation, we conducted latent class growth analysis with longitudinal data collected from 119 female sexual assault survivors at 1-, 2-, 3-, and 4-months postassault. Participants' mean age was 33 years; 63% were White. We hypothesized that given the severity of exposure associa",population,"Population | Include: Trauma Survivors; Trauma-Exposed Individuals; Post-Traumatic Stress Disorder; PTSD; Stress Disorders, Post-Traumatic | Exclude: General Population (non-trauma exposed); Primary Anxiety Disorders (without PTSD); Adjustment Disorders",match,genuine_fn,LCGA for PTSD trajectories after sexual assault,fn_audit_inferred
FN_W2068827642,van_de_Schoot_2018,https://openalex.org/W2068827642,Trajectories of PTSD symptoms following sexual assault: Is resilience the modal outcome?,"Theoretical frameworks positing qualitatively distinct trajectories of posttrauma outcome have received initial empirical support, but have not been investigated in cases of severe interpersonal trauma. To address this limitation, we conducted latent class growth analysis with longitudinal data collected from 119 female sexual assault survivors at 1-, 2-, 3-, and 4-months postassault. Participants' mean age was 33 years; 63% were White. We hypothesized that given the severity of exposure associa",index_factor,Intervention/Analysis Method | Include: Bayesian analysis; Bayesian modeling; trajectory analysis; growth mixture modeling; latent class analysis | Exclude: frequentist statistics; non-Bayesian methods; non-trajectory analysis,match,genuine_fn,LCGA for PTSD trajectories after sexual assault,fn_audit_inferred
FN_W2068827642,van_de_Schoot_2018,https://openalex.org/W2068827642,Trajectories of PTSD symptoms following sexual assault: Is resilience the modal outcome?,"Theoretical frameworks positing qualitatively distinct trajectories of posttrauma outcome have received initial empirical support, but have not been investigated in cases of severe interpersonal trauma. To address this limitation, we conducted latent class growth analysis with longitudinal data collected from 119 female sexual assault survivors at 1-, 2-, 3-, and 4-months postassault. Participants' mean age was 33 years; 63% were White. We hypothesized that given the severity of exposure associa",study_design,study_design,match,genuine_fn,LCGA for PTSD trajectories after sexual assault,fn_audit_inferred
FN_W2112107099,van_de_Schoot_2018,https://openalex.org/W2112107099,Parental Response to Child Injury: Examination of Parental Posttraumatic Stress Symptom Trajectories Following Child Accidental Injury,Trajectory analyses were used to empirically differentiate patterns of posttraumatic stress symptoms in parents following child accidental injury and explore the relationship between parent and child recovery patterns.Parent (n = 189) self-reported symptoms from acute to 2 years post accident were examined to (1) identify distinct parent symptom trajectories; (2) identify risk factors; and (3) explore the patterns of children and parents together.Analysis revealed three distinct symptom trajecto,population,"Population | Include: Trauma Survivors; Trauma-Exposed Individuals; Post-Traumatic Stress Disorder; PTSD; Stress Disorders, Post-Traumatic | Exclude: General Population (non-trauma exposed); Primary Anxiety Disorders (without PTSD); Adjustment Disorders",match,genuine_fn,Trajectory analysis of parental PTSS after child injury,fn_audit_inferred
FN_W2112107099,van_de_Schoot_2018,https://openalex.org/W2112107099,Parental Response to Child Injury: Examination of Parental Posttraumatic Stress Symptom Trajectories Following Child Accidental Injury,Trajectory analyses were used to empirically differentiate patterns of posttraumatic stress symptoms in parents following child accidental injury and explore the relationship between parent and child recovery patterns.Parent (n = 189) self-reported symptoms from acute to 2 years post accident were examined to (1) identify distinct parent symptom trajectories; (2) identify risk factors; and (3) explore the patterns of children and parents together.Analysis revealed three distinct symptom trajecto,index_factor,Intervention/Analysis Method | Include: Bayesian analysis; Bayesian modeling; trajectory analysis; growth mixture modeling; latent class analysis | Exclude: frequentist statistics; non-Bayesian methods; non-trajectory analysis,match,genuine_fn,Trajectory analysis of parental PTSS after child injury,fn_audit_inferred
FN_W2112107099,van_de_Schoot_2018,https://openalex.org/W2112107099,Parental Response to Child Injury: Examination of Parental Posttraumatic Stress Symptom Trajectories Following Child Accidental Injury,Trajectory analyses were used to empirically differentiate patterns of posttraumatic stress symptoms in parents following child accidental injury and explore the relationship between parent and child recovery patterns.Parent (n = 189) self-reported symptoms from acute to 2 years post accident were examined to (1) identify distinct parent symptom trajectories; (2) identify risk factors; and (3) explore the patterns of children and parents together.Analysis revealed three distinct symptom trajecto,study_design,study_design,match,genuine_fn,Trajectory analysis of parental PTSS after child injury,fn_audit_inferred
