sample_id,dataset,record_id,title,abstract,source,pico_criteria_summary,true_label,models_called,sprt_early_stop
S016,Chou_2003,https://openalex.org/W2087545962,Long-Term Administration of Controlled-Release Oxycodone Tablets for the Treatment of Cancer Pain,"We conducted a study of the safety of controlled-release (CR) oxycodone tablets (OxyContin Tablets) administered chronically to patients with cancer-related pain in a usual clinical setting. These patients had participated in 1 of 2 double-blind, active-control studies. Our study was an open, 3-month treatment study that included 87 patients. Patients received CR oxycodone tablets every 12 hr in a manner that reflected typical clinical practice. Supplemental immediate-release (IR) oxycodone was available PRN for breakthrough pain. Patients recorded medication use, adverse events, and evaluations of pain intensity and acceptability of therapy in a daily diary. Forty-four patients (51%) completed all 12 weeks of study; 43 patients (49%) discontinued participation. At baseline and throughout the study period, the overall mean pain-intensity score was slight to moderate. A comparison of initial and final doses showed a significant but modest increase in total daily CR oxycodone dose. An increase or decrease in titration of the oxycodone dose occurred for 66 patients (84%) at least once during the 12-week study period, primarily for increased pain. Forty-four patients (56%) did not undergo dose titration when the latter was indicated. Half of the patients used IR oxycodone rescue almost daily; the mean number of rescue doses per day was 1.5. Despite stable pain control and an increasing total daily CR oxycodone dose, the percentage of patients reporting common opioid-related adverse events decreased over the course of the study. CR oxycodone tablets administered every 12 hr were successfully used to manage cancer pain over a 12-week period. Importantly, side effects diminished over time without a concomitant change in efficacy.",hr,"Comparison: Other long-acting oral opioid, Different long-acting oral opioid, Active comparator; Intervention: Long-acting oral opioids, Extended-release oral opioids, Sustained-release oral opioids; Outcome: Pain intensity, Pain relief, Pain interference; Population: Chronic non-cancer pain, Chroni",0,2,True
S017,Chou_2003,https://openalex.org/W2010838903,Effects of intravenous methylnaltrexone on opioid-induced gut motility and transit time changes in subjects receiving chronic methadone therapy: a pilot study ☆,"In this preliminary study, we evaluated the effects of methylnaltrexone, a peripheral opioid-receptor antagonist, on chronic opioid-induced gut motility and transit changes in four subjects with chronic methadone-induced constipation. Subjects participated in this single blind, placebo controlled study for up to 8 days. We gave placebo the first day; for the remainder of the study, we gave intravenous methylnaltrexone (0.05-0.45 mg/kg) twice daily. During the study period, we recorded oral-cecal transit time and opioid withdrawal symptoms, as well as laxation response based on the frequency and consistency of the stools. Subjects 1 and 2 who were administered methylnaltrexone 0.45 mg/kg, a dose previously administered in normal volunteers, showed immediate positive laxation. Subject 2, after positive laxation response, had severe abdominal cramping, but showed no opioid systemic signs of withdrawal. The subject was discontinued due to the cramping. In Subjects 3 and 4, we reduced the methylnaltrexone dose to 0.05-0.15 mg/kg. The latter two subjects also had an immediate laxation response during and after intravenous medication without significant side effects. The stool frequency of these four subjects increased from 1-2 times per week before the study to approximately 1.5 stool per day during the treatment period. Oral-cecal transit times of Subjects 1, 3, and 4 were reduced from 150, 150 and 150 min (after placebo) to 90, 60 and 60 min (with methylnaltrexone), respectively. Our preliminary results demonstrate that low dose intravenous methylnaltrexone effectively reversed chronic methadone-induced constipation and delay in gut transit time. Thus, we anticipate that cancer patients receiving chronic opioids may also have increased sensitivity to methylnaltrexone, and that low dose methylnaltrexone may have clinical utility in managing opioid-induced constipation in chronic-pain patients.",hr,"Comparison: Other long-acting oral opioid, Different long-acting oral opioid, Active comparator; Intervention: Long-acting oral opioids, Extended-release oral opioids, Sustained-release oral opioids; Outcome: Pain intensity, Pain relief, Pain interference; Population: Chronic non-cancer pain, Chroni",0,2,True
S018,Chou_2003,https://openalex.org/W2030659020,Transdermal fentanyl for the management of cancer pain: a survey of 1005 patients,"Transdermal fentanyl was released in Germany in 1995. From October 1996 to February 1998 transdermal treatment was documented for 1005 patients (506 men and 499 women with a mean age of 60 years, range 20–92 years) with chronic pain in an open survey including 290 physicians from hospitals and general practitioners throughout Germany. Most patients suffered from cancer pain and only 11 patients had chronic pain from non-malignant disease. Physicians were asked to complete a questionnaire for patients treated with transdermal fentanyl on initiation of therapy (day 0), and days 3, 6, 18, 30 thereafter, followed by monthly follow-up intervals. Patients were asked to complete a pain diary. Transdermal therapy was documented from day 0 for 824 patients, while 181 patients had been treated with transdermal fentanyl before admission in the survey. Most of the other 824 patients had been treated with other step 3 opioids (55% of the patients) or step 2 opioids (23%) before conversion to transdermal fentanyl, whereas 8% had been treated only with non-opioids and 14% had received analgesics only as required or not at all before initiation of transdermal therapy. The most important reasons for switching to transdermal opioid therapy were insufficient pain relief with the previous medication followed by a variety of gastrointestinal symptoms impeding oral analgesic therapy. Initial fentanyl doses ranged from 0.6 to 9.6 mg/day (25 to 400 [.mu]g/h) with a median of 1.2 mg/day (50 [.mu]g/h). Median doses slowly increased throughout the observation period to 2.4 mg/day (100 [.mu]g/h) after 4 months of treatment. Most patients continued transdermal therapy until the time of death (47% of patients). Other reasons for discontinuation were inadequate pain relief (10%), pain relief with other analgesic regimens (10%), other symptoms than pain (5%), rejection of transdermal therapy by the patient (6%) or miscellaneous (16%). Adverse events were documented as the reason for discontinuation of transdermal therapy in 49 patients (5%). Dyspnoea was documented for seven patients as the reason for discontinuation. One of these patients, as well as another patient with an episode of apnoea, had to be treated with artificial respiration for several hours, but both patients recovered without sequelae. Transdermal therapy with fentanyl was safe and efficient in this national survey. Transdermal fentanyl can be recommended for treatment of moderate to severe cancer pain and probably may even be used as a first-line drug on step 3 of the World Health Organization recommendations in selected patient groups.",auto_exclude,"Comparison: Other long-acting oral opioid, Different long-acting oral opioid, Active comparator; Intervention: Long-acting oral opioids, Extended-release oral opioids, Sustained-release oral opioids; Outcome: Pain intensity, Pain relief, Pain interference; Population: Chronic non-cancer pain, Chroni",0,2,True
S019,Chou_2003,https://openalex.org/W2020967003,A double-blind placebo-controlled study to assess the efficacy of a compound analgesic to prevent postoperative pain following oral surgery,It has been suggested that small doses of opioid drugs given prior to surgery can reduce postoperative pain. This study was designed to compare the effectiveness of a paracetamol/codeine combination and paracetamol alone in preventing the pain following surgical removal of impacted third molar teeth under general anaesthesia. Analysis of the results showed no statistical differences between treatment groups when compared with placebo. We suggest that the opioids may not be the best drugs available to prevent the moderate to severe pain present following some oral surgery procedures.,auto_exclude,"Comparison: Other long-acting oral opioid, Different long-acting oral opioid, Active comparator; Intervention: Long-acting oral opioids, Extended-release oral opioids, Sustained-release oral opioids; Outcome: Pain intensity, Pain relief, Pain interference; Population: Chronic non-cancer pain, Chroni",0,2,True
S020,van_der_Waal_2022,https://openalex.org/W2028640648,Participation in decision making regarding type of surgery and treatment-related satisfaction in North Indian women with early breast cancer,"Breast conserving surgery followed by radiotherapy is an established modality of treatment in early breast cancer patients since three decades, but yet it has not been adopted worldwide.The aim of this study is to investigate the factors affecting decision making regarding type of surgery and satisfaction with type of surgery in North Indian women with early breast cancer.A questionnaire was prepared to assess the factors responsible for decision making regarding type of surgery (breast conserving surgery (BCS) versus modified radical mastectomy (MRM) and to evaluate involvement of patient in decision making regarding the type of surgery. 47 women with early breast cancer on radiotherapy or on follow-up were interviewed by the resident doctors.Out of 47 patients, 28 underwent BCS and 19 MRM. Women undergoing BCS were younger, more literate than in those undergoing MRM. In the two arms (BCS versus MRM), decision for surgery was made by surgeon alone in 53% versus 73%, along with patient in 42% versus 6%, and only 10% women participated in decision making in each arm. Only 50% versus 30% patients had a clear understanding of the risks and benefits of both procedures in the two arms.North Indian women do not independently take decision regarding any type of surgery. The reason for opting for either kind of surgery was based on surgeon's recommendation or concern about recurrence. Body image was not an issue amongst majority.",hr,"Design: qualitative research, mixed methods research, cross-sectional study; Evaluation: roles, preferences, experiences; Phenomenon of Interest: decision making, patient participation, patient role; Research Type: qualitative studies, mixed methods studies, descriptive quantitative studies; Sample:",0,2,True
S021,van_der_Waal_2022,https://openalex.org/W3128079181,BP180 Is a Prognostic Factor in Head and Neck Squamous Cell Carcinoma,"Background/aim Prognosis plays a vital role in head and neck squamous cell carcinoma (HNSCC) patient management and decision-making. This study aimed to identify the role of BP180 as a prognostic factor in HNSCC. Patients and methods Protein expression of bullous pemphigoid antigen II (BP180) was verified by immunohistochemistry (IHC) in a tissue microarray study of 202 cases. Results IHC analysis revealed that protein expression of BP180 among HNSCC patients differed significantly in the presence and absence of neural invasion, and according to T status in laryngeal and pharyngeal cancer subgroups. Overall survival and multivariate analysis showed that positive BP180-IHC and advanced clinical stage were significant independent positive predictors of mortality in HNSCC patients. In addition, in the oral cancer subgroup, independent positive predictors were positive BP180-IHC, advanced N status and neural invasion. In laryngeal and pharyngeal cancer subgroups, predictors were positive BP180-IHC and advanced clinical stage. Conclusion BP180 is a prognostic factor in head and neck squamous cell carcinoma.",hr,"Design: qualitative research, mixed methods research, cross-sectional study; Evaluation: roles, preferences, experiences; Phenomenon of Interest: decision making, patient participation, patient role; Research Type: qualitative studies, mixed methods studies, descriptive quantitative studies; Sample:",0,2,True
S022,Smid_2020,https://openalex.org/W2023943903,The Well-Calibrated Bayesian,"Abstract Suppose that a forecaster sequentially assigns probabilities to events. He is well calibrated if, for example, of those events to which he assigns a probability 30 percent, the long-run proportion that actually occurs turns out to be 30 percent. We prove a theorem to the effect that a coherent Bayesian expects to be well calibrated, and consider its destructive implications for the theory of coherence.",hr,"Frequentist Estimation Method: frequentist estimation, maximum likelihood estimation, ML; Bayesian Estimation Method: Bayesian estimation, Bayesian structural equation modeling, Bayesian SEM; Performance Metrics: parameter bias, relative bias, absolute bias; Statistical Models or Datasets: methodolo",0,2,True
S023,Smid_2020,https://openalex.org/W3005512703,Hypothesis testing and model selection,,hr,"Frequentist Estimation Method: frequentist estimation, maximum likelihood estimation, ML; Bayesian Estimation Method: Bayesian estimation, Bayesian structural equation modeling, Bayesian SEM; Performance Metrics: parameter bias, relative bias, absolute bias; Statistical Models or Datasets: methodolo",0,4,False
S024,Smid_2020,https://openalex.org/W1927054418,A latent trait model for response times on tests employing the proportional hazards model,"For computer-administered tests, response times can be recorded conjointly with the corresponding responses. This broadens the scope of potential modelling approaches because response times can be analysed in addition to analysing the responses themselves. For this purpose, we present a new latent trait model for response times on tests. This model is based on the Cox proportional hazards model. According to this model, latent variables alter a baseline hazard function. Two different approaches to item parameter estimation are described: the first approach uses a variant of the Cox model for discrete time, whereas the second approach is based on a profile likelihood function. Properties of each estimator will be compared in a simulation study. Compared to the estimator for discrete time, the profile likelihood estimator is more efficient, that is, has smaller variance. Additionally, we show how the fit of the model can be evaluated and how the latent traits can be estimated. Finally, the applicability of the model to an empirical data set is demonstrated.",hr,"Frequentist Estimation Method: frequentist estimation, maximum likelihood estimation, ML; Bayesian Estimation Method: Bayesian estimation, Bayesian structural equation modeling, Bayesian SEM; Performance Metrics: parameter bias, relative bias, absolute bias; Statistical Models or Datasets: methodolo",0,2,True
S025,Smid_2020,https://openalex.org/W128494557,Covariance Structure Models for Maximal Reliability of Unit-Weighted Composites,"Abstract When developing or evaluating scales, the internal consistency reliability of the scale based on its items or parts is always an important issue. The growth of structural modeling has allowed the easy computation of model-based estimates of reliability. These are typically touted as replacements for coefficient alpha, which remains the most widely used measure of internal consistency. Among model-based estimates, coefficients based on a 1-factor model have been most widely recommended. However, when the 1-factor model does not fit the data, the meaning of such a coefficient is unclear. A new identification condition for factor analytic models is proposed that assures the composite can be modeled with only one common factor even if the components are multidimensional. This common factor is maximally correlated with the composite, and the reliability of the composite is the maximal internal consistency coefficient for a unit-weighted composite. The coefficient also describes k-factor reliability, the greatest lower bound to reliability, and reliability for any composite from a latent variable model with additive errors. Reliability coefficients for differentially-weighted composites are also described, and differentially-weighted maximal reliability is contrasted with unit-weighted maximal reliability. Computational methods for these coefficients are described.",hr,"Frequentist Estimation Method: frequentist estimation, maximum likelihood estimation, ML; Bayesian Estimation Method: Bayesian estimation, Bayesian structural equation modeling, Bayesian SEM; Performance Metrics: parameter bias, relative bias, absolute bias; Statistical Models or Datasets: methodolo",0,2,True
S026,Smid_2020,https://openalex.org/W1964485997,Modelling the random effects covariance matrix in longitudinal data,"A common class of models for longitudinal data are random effects (mixed) models. In these models, the random effects covariance matrix is typically assumed constant across subject. However, in many situations this matrix may differ by measured covariates. In this paper, we propose an approach to model the random effects covariance matrix by using a special Cholesky decomposition of the matrix. In particular, we will allow the parameters that result from this decomposition to depend on subject-specific covariates and also explore ways to parsimoniously model these parameters. An advantage of this parameterization is that there is no concern about the positive definiteness of the resulting estimator of the covariance matrix. In addition, the parameters resulting from this decomposition have a sensible interpretation. We propose fully Bayesian modelling for which a simple Gibbs sampler can be implemented to sample from the posterior distribution of the parameters. We illustrate these models on data from depression studies and examine the impact of heterogeneity in the covariance matrix on estimation of both fixed and random effects.",hr,"Frequentist Estimation Method: frequentist estimation, maximum likelihood estimation, ML; Bayesian Estimation Method: Bayesian estimation, Bayesian structural equation modeling, Bayesian SEM; Performance Metrics: parameter bias, relative bias, absolute bias; Statistical Models or Datasets: methodolo",0,2,True
S027,Smid_2020,https://openalex.org/W1994114295,SYNTHETIC VALIDITY AND ITS APPLICATION TO THE UNIFORM GUIDELINES VALIDATION REQUIREMENTS,"The Uniform Guidelines for Employee Selection Procedures have served to create an urgent need for efficient validation methods that can be generalized to a class of occupations. The one method currently authorized for such a purpose by the Guidelines is synthetic validation. (The Guidelines erroneously describe the synthetic validity paradigm as construct validity.) Approaches to synthetic validity employed by Lawshe, Guion, McCormick, and Primoff are described. Their extent of conformance to the Guidelines validation requirements is noted. Primoff's J-Coefficient approach is recommended for two reasons; it meets the Guidelines requirements and under certain circumstances it permits the test user to estimate the traditional validity coefficient. An illustrated example of Primoff's method is presented.",auto_exclude,"Frequentist Estimation Method: frequentist estimation, maximum likelihood estimation, ML; Bayesian Estimation Method: Bayesian estimation, Bayesian structural equation modeling, Bayesian SEM; Performance Metrics: parameter bias, relative bias, absolute bias; Statistical Models or Datasets: methodolo",0,2,True
S028,Smid_2020,https://openalex.org/W1989700372,"National Uniformity, and State and Local Effects on Australian Voting: A Multilevel Approach","The existence and extent of influences arising within spatial contexts is an important issue in the study of voting behaviour. This paper extends previous Australian research by using the relatively new technique of multilevel analysis to draw together individual survey data from the 1993 Australian Election Study and ecological census data to investigate the question. The results show that, once individual voter characteristics are taken into account, influences on first preference voting for the ALP at the 1993 election were quite uniform nationally, with relatively small spatial variations. Moreover, those spatial variations which were present were at the divisional, not the state, level and can be almost completely explained by a very small number of sociotropic factors, especially a local economic prosperity influence and the well-known rural-urban cleavage. As far as influences on voting at the 1993 election at the level of individual voters are concerned, these multilevel analyses provide some new ...",auto_exclude,"Frequentist Estimation Method: frequentist estimation, maximum likelihood estimation, ML; Bayesian Estimation Method: Bayesian estimation, Bayesian structural equation modeling, Bayesian SEM; Performance Metrics: parameter bias, relative bias, absolute bias; Statistical Models or Datasets: methodolo",0,2,True
S029,Muthu_2021,https://openalex.org/W2033646110,Ultrasound Imaging Facilitates Spinal Anesthesia in Adults with Difficult Surface Anatomic Landmarks,"Background Poor surface anatomic landmarks are highly predictive of technical difficulty in neuraxial blockade. The authors examined the use of ultrasound imaging to reduce this difficulty. Methods The authors recruited 120 orthopedic patients with one of the following: body mass index more than 35 kg/m² and poorly palpable spinous processes; moderate to severe lumbar scoliosis; or previous lumbar spine surgery. Patients were randomized to receive spinal anesthetic by the conventional surface landmark-guided technique (group LM) or by an ultrasound-guided technique (group US). Patients in group US had a preprocedural ultrasound scan to locate and mark a suitable needle insertion point. The primary outcome was the rate of successful dural puncture on the first needle insertion attempt. Normally distributed data were summarized as mean ± SD and nonnormally distributed data were summarized as median [interquartile range]. Results The first-attempt success rate was twice as high in group US than in group LM (65% vs. 32%; P &amp;lt; 0.001). There was a twofold difference between groups in the number of needle insertion attempts (group US, 1 [1-2] vs. group LM, 2 [1-4]; P &amp;lt; 0.001) and number of needle passes (group US, 6 [1-10] vs. group LM, 13 [5-21]; P = 0.003). More time was required to establish landmarks in group US (6.7 ± 3.1; group LM, 0.6 ± 0.5 min; P &amp;lt; 0.001), but this was partially offset by a shorter spinal anesthesia performance time (group US, 5.0 ± 4.9 vs. group LM, 7.3 ± 7.6 min; P = 0.038). Similar results were seen in subgroup analyses of patients with body mass index more than 35 kg/m and patients with poorly palpable landmarks. Conclusion Preprocedural ultrasound imaging facilitates the performance of spinal anesthesia in the nonobstetric patient population with difficult anatomic landmarks.",hr,"Comparison: threshold for clinical robustness, fragility index threshold, sample size; Intervention: fragility index, fragility analysis, reverse fragility index; Outcome: fragility index value, reverse fragility index value, fragility quotient; Population: spine surgery, spinal surgery, spinal proc",0,2,True
S030,Muthu_2021,https://openalex.org/W2553554933,The effect of preoperative dexamethasone on pain 1 year after lumbar disc surgery: a follow-up study,"It has been hypothesized that dexamethasone can inhibit persistent postoperative pain, but data on humans is lacking and results from animal studies are conflicting. We explored the effect of 16 mg dexamethasone IV administered preoperatively on persistent pain 1 year after lumbar discectomy.This is a prospective 1-year follow-up on a single-centre, randomized, and blinded trial exploring the analgesic effect of 16 mg IV dexamethasone or placebo after lumbar discectomy. One year follow-up was a written questionnaire including back and leg pain (VAS 0-100 mm), Short Form 36 survey (SF-36), EuroQol 5D (EQ-5D), OSWESTRY Low Back Pain Questionnaire, duration of sick leave, working capability, contentment with surgical result.Response rate was 71% (55 patients) in the dexamethasone group, 58% (44 patients) in the placebo group. Leg pain (VAS) was significantly lower in the placebo group compared to the dexamethasone group: 17 (95% CI 10-26) vs 26 (95% CI 19-33) mm, respectively (mean difference 9 mm (95% CI -1 to 0), (P = 0.03). No difference regarding back pain. The placebo group reported significantly more improvement of leg pain and were significantly more satisfied with the surgical result. Patients in the dexamethasone group reported significantly higher pain levels in EQ-5D- and Oswestry questionnaires. No difference in the SF-36 survey or daily analgesic consumption.We found significantly higher pain levels in the dexamethasone group compared to placebo 1 year after lumbar disc surgery.Clinicaltrials.gov ( NCT01953978 ). Registered 26 Sep 2013.",hr,"Comparison: threshold for clinical robustness, fragility index threshold, sample size; Intervention: fragility index, fragility analysis, reverse fragility index; Outcome: fragility index value, reverse fragility index value, fragility quotient; Population: spine surgery, spinal surgery, spinal proc",0,2,True
S031,Muthu_2021,https://openalex.org/W1769868222,Single-use instrumentation in posterior lumbar fusion could decrease incidence of surgical site infection: a prospective bi-centric study,"PURPOSE: Single-use surgical instruments were recently introduced to improve OR efficiency and reduce infection risks. This study aimed to investigate clinical results 1 year after instrumented lumbar fusion, with the aid of single-use surgical instruments, with particular attention to surgical site infection and Oswestry Disability Index (ODI). METHOD: This prospective bi-centric study included 21 men and 28 women, aged 61.6 ± 12.8 years, that underwent short instrumented lumbar fusion for degenerative disc disease, canal stenosis, or degenerative spondylolisthesis. All patients underwent posterior or transforaminal lumbar interbody fusion, using the SteriSpine™ PS Pedicle Screw System, available in multiple traceable sterile kits. RESULTS: Instrumented fusion was performed at one level in 31, two levels in 11, three levels in 5, and four levels in 2 patients. The mean follow-up was 16.4 ± 2.1 months, during which the ODI improved by 20 or more points in 28 patients (57 %), improved by less than 20 points in 17 patients (35 %), and remained unchanged or worsened in 4 patients (8 %). Only one infection (2 %) was observed in a 60-year-old man with previous spine surgery and two additional risk factors (diabetes mellitus and BMI 38). Compared to an older series, using reusable instrumentation, performed by the same team for the same indications, the clinical outcomes were similar but the infection rate was 6 %. DISCUSSION: Single-use instrumentation could reduce the incidence of surgical site infections following lumbar fusion to acceptable levels as in hip and knee arthroplasties. The preservation of screws and rods in sterile packs until ready for insertion reduces their exposure to air-borne bacteria in the OR and eliminates their contamination through repetitive hospital sterilization. The short operation time and minimal blood loss achieved could also contribute to the reduction in infection risks. LEVEL OF EVIDENCE: Level II, prospective randomized bi-centric study.",hr,"Comparison: threshold for clinical robustness, fragility index threshold, sample size; Intervention: fragility index, fragility analysis, reverse fragility index; Outcome: fragility index value, reverse fragility index value, fragility quotient; Population: spine surgery, spinal surgery, spinal proc",0,2,True
S032,Muthu_2021,https://openalex.org/W2082184155,The Combined Tool Approach for Face Mask Removal During On-field Conditions,"Abstract Context: An effective approach to emergency removal of the face mask (FM) from a football helmet should include successful removal of the FM and limitation of both the time required and the movement created during the process. Current recommendations and practice are to use a cutting tool to remove the FM. Researchers recently have suggested an alternate approach that combines the use of a cordless screwdriver and a cutting tool. This combined tool approach has not been studied, and FM removal has not been studied in a practical setting. Objective: To investigate the effectiveness and speed of using a combined tool approach to remove the FMs from football helmets during on-field conditions throughout the course of a football season. Design: Randomized multigroup design. Setting: Practice field of 1 National Collegiate Athletic Association Division II football college. Patients or Other Participants: Eighty-four members of 1 football team. Intervention(s): We used a battery-operated screwdriver for FM removal and resorted to using a cutting tool as needed. Main Outcome Measure(s): We tracked FM removal success and failure and trial time and compared results based on helmet characteristics, weather variables, and the seasonal timing of the removal trial. Results: Of the 84 players, 76 were available for data-collection trials. Overall, 98.6% (75/76) of FM removal trials were successful and resulted in a mean removal time of 40.09 ± 15.1 seconds. We found no differences in FM removal time throughout the course of the season. No differences in effectiveness or trial time were found among helmet characteristics, weather variables, or the timing of the trial. Conclusions: Combining the cordless screwdriver and cutting tool provided a fast and reliable means of on-field FM removal in this Division II setting. Despite the excellent overall result, 1 FM was not removed in a timely manner. Therefore, we recommend that athletic trainers practice helmet removal to be prepared should FM removal fail.",auto_exclude,"Comparison: threshold for clinical robustness, fragility index threshold, sample size; Intervention: fragility index, fragility analysis, reverse fragility index; Outcome: fragility index value, reverse fragility index value, fragility quotient; Population: spine surgery, spinal surgery, spinal proc",0,2,True
S033,Appenzeller-Herzog_2019,https://openalex.org/W1966777286,D-Penicillamine—Iduced Myasthenia Gravis: Diagnosis Obscured by Coexisting Chronic Obstructive Pulmonary Disease,"D-penicillamine, a drug used to treat rheumatoid arthritis, Wilson's disease, and cystinuria, can cause myasthenia gravis. Fortunately, the myasthenia typically resolves after discontinuation of the drug. The diagnosis may be missed if weakness is blamed on a patient's underlying disease(s), in particular, rheumatoid arthritis. Reported here are the cases of two patients with chronic obstructive lung disease who were taking D-penicillamine for rheumatoid arthritis, then experienced increasing respiratory failure. At first, their problem seemed to stem from chronic lung disease, but further evaluation revealed the cause of the hypoventilation to be D-penicillamine-induced myasthenia gravis.",hr,"Comparison: Zinc acetate, Galzin, Zinc sulfate; Intervention: Penicillamine, D-penicillamine, Cuprimine; Outcome: All-cause mortality, Liver-related mortality, Neurological deterioration; Population: Wilson disease, Hepatolenticular degeneration, Copper storage disease; Study_Design_Exclude: ; Study",0,2,True
S034,Appenzeller-Herzog_2019,https://openalex.org/W2803594708,Addressing Generic-Drug Market Failures — The Case for Establishing a Nonprofit Manufacturer,Addressing Generic-Drug Market Failures One market-based solution to stimulating competition in generic-drug markets is to establish a nonprofit manufacturer with the explicit mission of producing affordable versions of essential drugs and ensuring a stable supply of such products.,hr,"Comparison: Zinc acetate, Galzin, Zinc sulfate; Intervention: Penicillamine, D-penicillamine, Cuprimine; Outcome: All-cause mortality, Liver-related mortality, Neurological deterioration; Population: Wilson disease, Hepatolenticular degeneration, Copper storage disease; Study_Design_Exclude: ; Study",0,2,True
S035,Appenzeller-Herzog_2019,https://openalex.org/W2018097583,Hämochromatose und Morbus Wilson,"In der vorliegenden Ubersichtsarbeit wird das derzeitige Wissen uber die beiden autosomal rezessiv vererbten Erkrankungen Hamochromatose und M. Wilson zusammengefast und jeweils uber deren Atiologie, Pathogenese, Klinik, Diagnostik, Therapie und Prognose referiert. Wahrend die Pravalenz der Hamochromatose, die hierzulande zu den haufigsten Erbkrankheiten zahlt, vergleichsweise hoch ist (Heterozygote 1:10 bis 1:20, Homozygote 1:200 bis 1:400), ist der M. Wilson seltener (Heterozygote ca. 1:90, Homozygote ca. 1:30.000). Je fruher die Diagnose beider Erkrankungen gestellt wird, um so gunstiger ist unter geeigneter Behandlung die Prognose fur die Lebenserwartung, die an die der Normalbevolkerung heranreicht. Bei Hamochromatose sind konsequent durchgefuhrte Aderlasse die Therapie der Wahl, bei M. Wilson die Therapie mit Chelatbildnern, im Extremfall die Lebertransplantation. In der Diagnostik spielt die molekulargenetische Testung eine zunehmend wichtige Rolle, die allerdings bei M. Wilson sehr schwierig und noch sehr aufwendig ist, weswegen sie bei dieser Erkrankung als Standarddiagnostik gegenwartig nicht zur Verfugung steht.",hr,"Comparison: Zinc acetate, Galzin, Zinc sulfate; Intervention: Penicillamine, D-penicillamine, Cuprimine; Outcome: All-cause mortality, Liver-related mortality, Neurological deterioration; Population: Wilson disease, Hepatolenticular degeneration, Copper storage disease; Study_Design_Exclude: ; Study",0,2,True
