dataset,record_id,model_id,element_key,element_group,model_obs,truth_label,source
Chou_2003,https://openalex.org/W2416308568,kimi-k2,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2416308568,kimi-k2,population,population_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2416308568,kimi-k2,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2416308568,llama4-maverick,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2416308568,llama4-maverick,population,population_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2416308568,llama4-maverick,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2097142258,deepseek-v3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,deepseek-v3,population,population_like,match,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,qwen3,intervention,topic_like,mismatch,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,qwen3,population,population_like,match,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,kimi-k2,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,llama4-maverick,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2097142258,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W11037936,deepseek-v3,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W11037936,deepseek-v3,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W11037936,deepseek-v3,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W11037936,qwen3,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W11037936,qwen3,population,population_like,match,match,hr_sample
Chou_2003,https://openalex.org/W11037936,qwen3,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W11037936,kimi-k2,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W11037936,kimi-k2,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W11037936,kimi-k2,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W11037936,llama4-maverick,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W11037936,llama4-maverick,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W11037936,llama4-maverick,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W62554526,deepseek-v3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,deepseek-v3,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,qwen3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,qwen3,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,kimi-k2,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,llama4-maverick,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W62554526,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2143938223,deepseek-v3,intervention,topic_like,mismatch,mismatch,hr_sample
Chou_2003,https://openalex.org/W2143938223,deepseek-v3,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2143938223,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2143938223,qwen3,intervention,topic_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2143938223,qwen3,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2143938223,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2143938223,kimi-k2,intervention,topic_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2143938223,kimi-k2,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2143938223,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2143938223,llama4-maverick,intervention,topic_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2143938223,llama4-maverick,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2143938223,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2074462228,deepseek-v3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2074462228,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2074462228,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2074462228,qwen3,intervention,topic_like,match,match,hr_sample
Chou_2003,https://openalex.org/W2074462228,qwen3,population,population_like,mismatch,mismatch,hr_sample
Chou_2003,https://openalex.org/W2074462228,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2074462228,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2074462228,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2074462228,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2074462228,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2074462228,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2074462228,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2147679514,deepseek-v3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2147679514,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2147679514,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2147679514,qwen3,intervention,topic_like,mismatch,match,hr_sample
Chou_2003,https://openalex.org/W2147679514,qwen3,population,population_like,mismatch,mismatch,hr_sample
Chou_2003,https://openalex.org/W2147679514,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2147679514,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2147679514,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2147679514,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2147679514,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2147679514,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2147679514,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020503800,deepseek-v3,intervention,topic_like,mismatch,unclear,hr_sample
Chou_2003,https://openalex.org/W2020503800,deepseek-v3,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020503800,deepseek-v3,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2020503800,qwen3,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2020503800,qwen3,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020503800,qwen3,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2020503800,kimi-k2,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2020503800,kimi-k2,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020503800,kimi-k2,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2020503800,llama4-maverick,intervention,topic_like,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2020503800,llama4-maverick,population,population_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020503800,llama4-maverick,study_design,study_design,unclear,unclear,hr_sample
Chou_2003,https://openalex.org/W2054167503,deepseek-v3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2054167503,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2054167503,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2054167503,qwen3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2054167503,qwen3,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2054167503,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2054167503,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2054167503,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2054167503,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2054167503,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2054167503,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2054167503,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2087545962,deepseek-v3,intervention,topic_like,match,match,hr_sample
Chou_2003,https://openalex.org/W2087545962,deepseek-v3,population,population_like,mismatch,mismatch,hr_sample
Chou_2003,https://openalex.org/W2087545962,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2087545962,qwen3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2087545962,qwen3,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2087545962,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2087545962,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2087545962,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2087545962,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2087545962,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2087545962,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2087545962,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2010838903,deepseek-v3,intervention,topic_like,mismatch,match,hr_sample
Chou_2003,https://openalex.org/W2010838903,deepseek-v3,population,population_like,mismatch,mismatch,hr_sample
Chou_2003,https://openalex.org/W2010838903,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2010838903,qwen3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2010838903,qwen3,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2010838903,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2010838903,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2010838903,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2010838903,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2010838903,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2010838903,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2010838903,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2030659020,deepseek-v3,intervention,topic_like,mismatch,match,hr_sample
Chou_2003,https://openalex.org/W2030659020,deepseek-v3,population,population_like,mismatch,mismatch,hr_sample
Chou_2003,https://openalex.org/W2030659020,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2030659020,qwen3,intervention,topic_like,mismatch,match,hr_sample
Chou_2003,https://openalex.org/W2030659020,qwen3,population,population_like,mismatch,mismatch,hr_sample
Chou_2003,https://openalex.org/W2030659020,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2030659020,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2030659020,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2030659020,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2030659020,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2030659020,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2030659020,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020967003,deepseek-v3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020967003,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2020967003,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020967003,qwen3,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020967003,qwen3,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2020967003,qwen3,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020967003,kimi-k2,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020967003,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2020967003,kimi-k2,study_design,study_design,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020967003,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Chou_2003,https://openalex.org/W2020967003,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Chou_2003,https://openalex.org/W2020967003,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,deepseek-v3,phenomenon_of_interest,topic_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,deepseek-v3,sample,population_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,qwen3,phenomenon_of_interest,topic_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,qwen3,sample,population_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,qwen3,study_design,study_design,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,kimi-k2,phenomenon_of_interest,topic_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,kimi-k2,sample,population_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,llama4-maverick,phenomenon_of_interest,topic_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,llama4-maverick,sample,population_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W2028640648,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,deepseek-v3,phenomenon_of_interest,topic_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,deepseek-v3,sample,population_like,unclear,mismatch,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,qwen3,phenomenon_of_interest,topic_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,qwen3,sample,population_like,unclear,mismatch,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,qwen3,study_design,study_design,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,kimi-k2,phenomenon_of_interest,topic_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,kimi-k2,sample,population_like,unclear,mismatch,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,llama4-maverick,phenomenon_of_interest,topic_like,unclear,match,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,llama4-maverick,sample,population_like,unclear,mismatch,hr_sample
van_der_Waal_2022,https://openalex.org/W3128079181,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Smid_2020,https://openalex.org/W2023943903,deepseek-v3,intervention,topic_like,unclear,match,hr_sample
Smid_2020,https://openalex.org/W2023943903,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Smid_2020,https://openalex.org/W2023943903,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Smid_2020,https://openalex.org/W2023943903,qwen3,intervention,topic_like,unclear,match,hr_sample
Smid_2020,https://openalex.org/W2023943903,qwen3,population,population_like,unclear,mismatch,hr_sample
Smid_2020,https://openalex.org/W2023943903,qwen3,study_design,study_design,unclear,match,hr_sample
Smid_2020,https://openalex.org/W2023943903,kimi-k2,intervention,topic_like,match,match,hr_sample
Smid_2020,https://openalex.org/W2023943903,kimi-k2,population,population_like,mismatch,mismatch,hr_sample
Smid_2020,https://openalex.org/W2023943903,kimi-k2,study_design,study_design,unclear,match,hr_sample
Smid_2020,https://openalex.org/W2023943903,llama4-maverick,intervention,topic_like,unclear,match,hr_sample
Smid_2020,https://openalex.org/W2023943903,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Smid_2020,https://openalex.org/W2023943903,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Smid_2020,https://openalex.org/W3005512703,deepseek-v3,intervention,topic_like,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,deepseek-v3,population,population_like,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,deepseek-v3,study_design,study_design,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,qwen3,intervention,topic_like,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,qwen3,population,population_like,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,qwen3,study_design,study_design,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,kimi-k2,intervention,topic_like,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,kimi-k2,population,population_like,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,kimi-k2,study_design,study_design,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,llama4-maverick,intervention,topic_like,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,llama4-maverick,population,population_like,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W3005512703,llama4-maverick,study_design,study_design,unclear,unclear,hr_sample
Smid_2020,https://openalex.org/W1927054418,deepseek-v3,intervention,topic_like,unclear,mismatch,hr_sample
Smid_2020,https://openalex.org/W1927054418,deepseek-v3,population,population_like,unclear,match,hr_sample
