dataset,record_id,true_label,p_include,final_score,model_name,encoder_include_cosine,encoder_exclude_cosine,encoder_delta,record_text_chars
Sep_2021,https://openalex.org/W1768069588,1,0.02068774358716133,0.02068774358716133,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9655890464782715,0.9572697281837463,0.008319318294525146,867
Sep_2021,https://openalex.org/W2079142947,1,0.020687919493097385,0.020687919493097385,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.966077446937561,0.9542046189308167,0.011872828006744385,1541
Sep_2021,https://openalex.org/W2606834381,1,0.020687180697951987,0.020687180697951987,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9670028686523438,0.9558860063552856,0.011116862297058105,2421
Sep_2021,https://openalex.org/W2000180785,1,0.02068774358716133,0.02068774358716133,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9668436050415039,0.9578859210014343,0.00895768404006958,1913
Sep_2021,https://openalex.org/W2024032885,1,0.02068802503735787,0.02068802503735787,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9673713445663452,0.9558548331260681,0.0115165114402771,1219
Sep_2021,https://openalex.org/W1982436123,1,0.02068802503735787,0.02068802503735787,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9675998687744141,0.9594514966011047,0.008148372173309326,2057
Sep_2021,https://openalex.org/W2581869019,0,0.02068806021889451,0.02068806021889451,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9710512757301331,0.9619184136390686,0.009132862091064453,758
Sep_2021,https://openalex.org/W2123081263,0,0.020687919493097385,0.020687919493097385,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9645151495933533,0.9540966749191284,0.010418474674224854,1861
Sep_2021,https://openalex.org/W2791684544,0,0.020687497321297196,0.020687497321297196,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9647310972213745,0.9563596248626709,0.008371472358703613,1761
Sep_2021,https://openalex.org/W2111229642,0,0.02068802503735787,0.02068802503735787,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9723679423332214,0.9634186029434204,0.008949339389801025,1720
Sep_2021,https://openalex.org/W2537341202,0,0.020687180697951987,0.020687180697951987,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.970977246761322,0.9600154757499695,0.010961771011352539,1798
Sep_2021,https://openalex.org/W2793756203,0,0.020687180697951987,0.020687180697951987,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9619854092597961,0.9513297080993652,0.010655701160430908,1884
Sep_2021,https://openalex.org/W595773546,0,0.02068802503735787,0.02068802503735787,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9689722657203674,0.9581369757652283,0.01083528995513916,1726
Sep_2021,https://openalex.org/W2766428986,0,0.0015374388802028007,0.0015374388802028007,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9627687335014343,0.953507125377655,0.009261608123779297,1714
Sep_2021,https://openalex.org/W2046706409,0,0.02068802503735787,0.02068802503735787,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9681050181388855,0.9593302607536316,0.008774757385253906,1430
Sep_2021,https://openalex.org/W2164609613,0,0.019305342455324174,0.019305342455324174,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9708700776100159,0.9613159894943237,0.009554088115692139,1840
Nelson_2002,https://openalex.org/W2075822341,1,0.0328896144946762,0.0328896144946762,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9761922359466553,0.9666358232498169,0.009556412696838379,2425
Nelson_2002,https://openalex.org/W4244526763,1,0.017817660707140175,0.017817660707140175,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9733941555023193,0.9661112427711487,0.007282912731170654,2497
Nelson_2002,https://openalex.org/W2009902348,1,0.017819457317090916,0.017819457317090916,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9720675349235535,0.958364725112915,0.013702809810638428,1702
Nelson_2002,https://openalex.org/W2041492652,1,0.017816263466569077,0.017816263466569077,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9760730266571045,0.9658719897270203,0.010201036930084229,2563
Nelson_2002,https://openalex.org/W2134182256,1,0.017815265503368094,0.017815265503368094,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9731770157814026,0.9649069309234619,0.008270084857940674,1787
Nelson_2002,https://openalex.org/W2027858461,1,0.017830640205018466,0.017830640205018466,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.968055248260498,0.9553652405738831,0.01269000768661499,2783
Nelson_2002,https://openalex.org/W2022187355,1,0.0015374388802028007,0.0015374388802028007,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9792833924293518,0.9679237008094788,0.011359691619873047,2671
Nelson_2002,https://openalex.org/W2045913584,1,0.017821653414604576,0.017821653414604576,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9670767784118652,0.9569554924964905,0.010121285915374756,1603
Nelson_2002,https://openalex.org/W2142604492,1,0.017816263466569077,0.017816263466569077,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9691421389579773,0.958037257194519,0.011104881763458252,1710
Nelson_2002,https://openalex.org/W2113533145,1,0.018393663525077913,0.018393663525077913,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.970496654510498,0.9604026079177856,0.010094046592712402,1762
Nelson_2002,https://openalex.org/W1978583360,0,0.017821653414604576,0.017821653414604576,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9687250852584839,0.9541371464729309,0.014587938785552979,2170
Nelson_2002,https://openalex.org/W2037099926,0,0.017814467172289652,0.017814467172289652,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9728882312774658,0.960741400718689,0.012146830558776855,2467
Nelson_2002,https://openalex.org/W1974663609,0,0.017816263466569077,0.017816263466569077,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9710368514060974,0.9644123911857605,0.006624460220336914,1463
Nelson_2002,https://openalex.org/W2031206742,0,0.017819457317090916,0.017819457317090916,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9768822193145752,0.9674664735794067,0.009415745735168457,1854
Nelson_2002,https://openalex.org/W1989688260,0,0.0015374388802028007,0.0015374388802028007,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9691728353500366,0.9606386423110962,0.00853419303894043,1246
Nelson_2002,https://openalex.org/W2103043920,0,0.017821653414604576,0.017821653414604576,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9653952121734619,0.9545496702194214,0.010845541954040527,2094
Nelson_2002,https://openalex.org/W2012205995,0,0.017814467172289652,0.017814467172289652,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9720644950866699,0.9628463387489319,0.009218156337738037,1830
Nelson_2002,https://openalex.org/W2133667885,0,0.017814666751768425,0.017814666751768425,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9660594463348389,0.9547465443611145,0.011312901973724365,1813
Nelson_2002,https://openalex.org/W1996599354,0,0.017817660707140175,0.017817660707140175,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9684103727340698,0.9593239426612854,0.009086430072784424,2493
Nelson_2002,https://openalex.org/W1976365229,0,0.017821653414604576,0.017821653414604576,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9728223085403442,0.961855411529541,0.010966897010803223,2226
van_der_Valk_2021,https://openalex.org/W2179093238,1,0.009504949286724797,0.009504949286724797,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9708284139633179,0.9577285051345825,0.013099908828735352,1817
van_der_Valk_2021,https://openalex.org/W2781512779,1,0.009504949286724797,0.009504949286724797,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9715379476547241,0.9589309692382812,0.012606978416442871,1613
van_der_Valk_2021,https://openalex.org/W2593635594,1,0.009505745341476343,0.009505745341476343,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9806609153747559,0.968473494052887,0.012187421321868896,1775
van_der_Valk_2021,https://openalex.org/W1987951226,1,0.009504471685553798,0.009504471685553798,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9692838788032532,0.9560660123825073,0.01321786642074585,1738
van_der_Valk_2021,https://openalex.org/W2911774639,1,0.009505745341476343,0.009505745341476343,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9734180569648743,0.9642798900604248,0.009138166904449463,2288
van_der_Valk_2021,https://openalex.org/W2952197677,1,0.009504949286724797,0.009504949286724797,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9733673930168152,0.9611695408821106,0.01219785213470459,2490
van_der_Valk_2021,https://openalex.org/W3020810195,1,0.009504471685553798,0.009504471685553798,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9703403115272522,0.9574633240699768,0.01287698745727539,2004
van_der_Valk_2021,https://openalex.org/W2921445979,1,0.00950431249044358,0.00950431249044358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9682785868644714,0.9554297924041748,0.01284879446029663,2411
van_der_Valk_2021,https://openalex.org/W2044761599,1,0.009506859929003367,0.009506859929003367,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9700735807418823,0.9569635987281799,0.013109982013702393,1298
van_der_Valk_2021,https://openalex.org/W2911277958,1,0.00950431249044358,0.00950431249044358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9695507287979126,0.9555056095123291,0.014045119285583496,2076
van_der_Valk_2021,https://openalex.org/W2728532422,0,0.00950431249044358,0.00950431249044358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9726420640945435,0.9604382514953613,0.012203812599182129,1768
van_der_Valk_2021,https://openalex.org/W2403997134,0,0.009504949286724797,0.009504949286724797,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9709905385971069,0.959614098072052,0.011376440525054932,1035
van_der_Valk_2021,https://openalex.org/W2603684978,0,0.00950431249044358,0.00950431249044358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9689520001411438,0.9598729610443115,0.009079039096832275,2097
van_der_Valk_2021,https://openalex.org/W2792972871,0,0.00950431249044358,0.00950431249044358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9724966287612915,0.9652400016784668,0.007256627082824707,2899
van_der_Valk_2021,https://openalex.org/W2188348669,0,0.00950431249044358,0.00950431249044358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.970719039440155,0.9656994342803955,0.0050196051597595215,1717
van_der_Valk_2021,https://openalex.org/W2080313127,0,0.009504949286724797,0.009504949286724797,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9714347720146179,0.9619247913360596,0.00950998067855835,1714
van_der_Valk_2021,https://openalex.org/W2044764304,0,0.009504949286724797,0.009504949286724797,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9766333103179932,0.9673528671264648,0.00928044319152832,1856
van_der_Valk_2021,https://openalex.org/W4245051067,0,0.00950431249044358,0.00950431249044358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9717512726783752,0.9654696583747864,0.006281614303588867,2479
van_der_Valk_2021,https://openalex.org/W1483199116,0,0.00950431249044358,0.00950431249044358,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.973821759223938,0.9616872668266296,0.01213449239730835,1907
van_der_Valk_2021,https://openalex.org/W3025428317,0,0.009510045177493565,0.009510045177493565,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9675164222717285,0.9543147087097168,0.013201713562011719,1416
Meijboom_2021,https://openalex.org/W3089681955,1,0.010619104359439876,0.010619104359439876,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.969875693321228,0.9705711603164673,-0.0006954669952392578,1801
Meijboom_2021,https://openalex.org/W2764082441,1,0.010614541255234136,0.010614541255234136,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9663491249084473,0.965904951095581,0.00044417381286621094,2123
Meijboom_2021,https://openalex.org/W2911287680,1,0.010617887342089538,0.010617887342089538,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9651219844818115,0.9649965167045593,0.00012546777725219727,1860
Meijboom_2021,https://openalex.org/W2792122651,1,0.010619104359439876,0.010619104359439876,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9666756391525269,0.9654179215431213,0.0012577176094055176,1797
Meijboom_2021,https://openalex.org/W3127592492,1,0.010619104359439876,0.010619104359439876,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9584876894950867,0.9565194845199585,0.001968204975128174,1560
Meijboom_2021,https://openalex.org/W3048797834,1,0.010615940401073774,0.010615940401073774,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9650921821594238,0.9644718766212463,0.0006203055381774902,2066
Meijboom_2021,https://openalex.org/W2913890755,1,0.01061823891072029,0.01061823891072029,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9684537053108215,0.9682982563972473,0.00015544891357421875,1770
Meijboom_2021,https://openalex.org/W3093730414,1,0.010617481700273249,0.010617481700273249,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9636139869689941,0.9631212949752808,0.0004926919937133789,1916
Meijboom_2021,https://openalex.org/W2898096328,1,0.01061823891072029,0.01061823891072029,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9663156270980835,0.965810239315033,0.0005053877830505371,2117
Meijboom_2021,https://openalex.org/W2774116866,1,0.010617481700273249,0.010617481700273249,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9636902809143066,0.9632648229598999,0.0004254579544067383,1946
Meijboom_2021,https://openalex.org/W2531216194,0,0.010619104359439876,0.010619104359439876,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9678635001182556,0.9685176014900208,-0.0006541013717651367,1378
Meijboom_2021,https://openalex.org/W2549378917,0,0.010619212545430941,0.010619212545430941,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9666324853897095,0.9700171947479248,-0.003384709358215332,1391
Meijboom_2021,https://openalex.org/W2985840482,0,0.010618969128482586,0.010618969128482586,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9634320735931396,0.9649496078491211,-0.0015175342559814453,2673
Meijboom_2021,https://openalex.org/W2917800966,0,0.010618779808001376,0.010618779808001376,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9662357568740845,0.9671465754508972,-0.0009108185768127441,1788
Meijboom_2021,https://openalex.org/W2310313429,0,0.010619185498831075,0.010619185498831075,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9650635123252869,0.9667043685913086,-0.0016408562660217285,1725
Meijboom_2021,https://openalex.org/W3000887545,0,0.010619104359439876,0.010619104359439876,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9554023146629333,0.9619070291519165,-0.006504714488983154,122
Meijboom_2021,https://openalex.org/W2938370322,0,0.010619104359439876,0.010619104359439876,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9187578558921814,0.9259187579154968,-0.00716090202331543,55
Meijboom_2021,https://openalex.org/W2480851940,0,0.010619104359439876,0.010619104359439876,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9607924818992615,0.9617560505867004,-0.0009635686874389648,2165
Meijboom_2021,https://openalex.org/W2889381861,0,0.010619212545430941,0.010619212545430941,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9621268510818481,0.9622983932495117,-0.00017154216766357422,1086
Meijboom_2021,https://openalex.org/W2117722893,0,0.010618779808001376,0.010618779808001376,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9670386910438538,0.9724138379096985,-0.0053751468658447266,2632
Oud_2018,https://openalex.org/W2096356290,1,0.0013111965229425373,0.0013111965229425373,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.979000449180603,0.9710524082183838,0.007948040962219238,2234
Oud_2018,https://openalex.org/W2002268935,0,0.01288513209619626,0.01288513209619626,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9744894504547119,0.9654534459114075,0.009036004543304443,1303
Oud_2018,https://openalex.org/W2068470537,0,0.012885241197021636,0.012885241197021636,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9641169905662537,0.958253026008606,0.005863964557647705,2132
Oud_2018,https://openalex.org/W1994796287,0,0.012884804799165997,0.012884804799165997,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9768664836883545,0.9724640250205994,0.004402458667755127,1920
Oud_2018,https://openalex.org/W2187271559,0,0.01288513209619626,0.01288513209619626,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9749512672424316,0.9695889949798584,0.005362272262573242,1820
Oud_2018,https://openalex.org/W1969321104,0,0.012885241197021636,0.012885241197021636,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9703283309936523,0.961914598941803,0.008413732051849365,1868
Oud_2018,https://openalex.org/W2061352725,0,0.003079213361818003,0.003079213361818003,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9708399176597595,0.9621687531471252,0.008671164512634277,1388
Oud_2018,https://openalex.org/W61611410,0,0.01288513209619626,0.01288513209619626,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9637657403945923,0.962412416934967,0.0013533234596252441,63
Oud_2018,https://openalex.org/W1994404107,0,0.012884804799165997,0.012884804799165997,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9754211902618408,0.9688454866409302,0.0065757036209106445,1033
Oud_2018,https://openalex.org/W2002091110,0,0.012885241197021636,0.012885241197021636,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9739492535591125,0.9703473448753357,0.0036019086837768555,1370
Oud_2018,https://openalex.org/W2328956903,0,0.012885241197021636,0.012885241197021636,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9712933897972107,0.9619386792182922,0.009354710578918457,1844
Menon_2022,https://openalex.org/W2999401301,1,0.053695270063885914,0.053695270063885914,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9804683327674866,0.9465265870094299,0.03394174575805664,1571
Menon_2022,https://openalex.org/W3017013680,1,0.010802044006220904,0.010802044006220904,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9733538031578064,0.9349231123924255,0.03843069076538086,1259
Menon_2022,https://openalex.org/W3008143010,1,0.0536893620356352,0.0536893620356352,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9785777926445007,0.9443409442901611,0.0342368483543396,1028
Menon_2022,https://openalex.org/W3006585406,1,0.0536893620356352,0.0536893620356352,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.965688169002533,0.9244547486305237,0.04123342037200928,1918
Menon_2022,https://openalex.org/W2985765771,1,0.010805601651876974,0.010805601651876974,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9788090586662292,0.9417072534561157,0.037101805210113525,2101
Menon_2022,https://openalex.org/W3014686162,1,0.0536893620356352,0.0536893620356352,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9776086211204529,0.9422222971916199,0.03538632392883301,1972
Menon_2022,https://openalex.org/W3012247440,1,0.0536893620356352,0.0536893620356352,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9834034442901611,0.9461581110954285,0.037245333194732666,1561
Menon_2022,https://openalex.org/W3020494631,1,0.010805148796336931,0.010805148796336931,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9762631058692932,0.9405275583267212,0.03573554754257202,1020
Menon_2022,https://openalex.org/W2985113252,1,0.05367862173333743,0.05367862173333743,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9814544916152954,0.9466275572776794,0.03482693433761597,1550
Menon_2022,https://openalex.org/W2989222914,1,0.010802044006220904,0.010802044006220904,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9835631847381592,0.9532411694526672,0.030322015285491943,1647
Menon_2022,https://openalex.org/W3010885793,0,0.010803855026658617,0.010803855026658617,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9725559949874878,0.933201014995575,0.03935497999191284,1568
Menon_2022,https://openalex.org/W2996818840,0,0.010806119224018114,0.010806119224018114,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9785260558128357,0.9433718323707581,0.03515422344207764,2238
Menon_2022,https://openalex.org/W3020263606,0,0.010806119224018114,0.010806119224018114,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.977420449256897,0.9433581829071045,0.03406226634979248,1512
Menon_2022,https://openalex.org/W3018612201,0,0.010806119224018114,0.010806119224018114,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9770276546478271,0.9473729729652405,0.02965468168258667,2473
Menon_2022,https://openalex.org/W3024115300,0,0.010805148796336931,0.010805148796336931,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9853267669677734,0.9512006044387817,0.0341261625289917,2056
Menon_2022,https://openalex.org/W2961806271,0,0.0536893620356352,0.0536893620356352,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9803457260131836,0.9443684220314026,0.035977303981781006,1780
Menon_2022,https://openalex.org/W3013064054,0,0.010803855026658617,0.010803855026658617,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.98272305727005,0.9525332450866699,0.030189812183380127,1838
Menon_2022,https://openalex.org/W3033415599,0,0.010806119224018114,0.010806119224018114,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.979709804058075,0.9478830099105835,0.031826794147491455,1627
Menon_2022,https://openalex.org/W3019024509,0,0.010806119224018114,0.010806119224018114,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9795125126838684,0.9441569447517395,0.035355567932128906,2151
Menon_2022,https://openalex.org/W3000312615,0,0.010806119224018114,0.010806119224018114,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9790155291557312,0.9408236742019653,0.03819185495376587,2045
Jeyaraman_2020,https://openalex.org/W2990325718,1,0.020210683290034316,0.020210683290034316,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9740727543830872,0.963093101978302,0.010979652404785156,2365
Jeyaraman_2020,https://openalex.org/W2295571328,1,0.020210875114821863,0.020210875114821863,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9716418385505676,0.9609311819076538,0.010710656642913818,2495
Jeyaraman_2020,https://openalex.org/W2009786866,1,0.02020857333449669,0.02020857333449669,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,0.9679954051971436,0.9553227424621582,0.012672662734985352,1209
