dataset,record_id,true_label,p_include,b1_lexical_score,openalex_source,openalex_found,metadata_score,referenced_works_count,related_works_count,b3_seed1_direct,b3_seed1_neighbor_count,b3_seed1_neighbor_jaccard,b3_seed3_direct,b3_seed3_neighbor_count,b3_seed3_neighbor_jaccard,b3_seed5_direct,b3_seed5_neighbor_count,b3_seed5_neighbor_jaccard
Sep_2021,https://openalex.org/W2983898801,1,0.0015374388802028007,0.1513967785665113,cache,True,0.04059111211932695,38,10,0.0,0.0,0.0,0.0,1.0,0.004219409282700422,0.0,1.0,0.002967359050445104
Sep_2021,https://openalex.org/W1981925277,1,0.02068774358716133,0.11889821036458749,cache,True,0.057447414772424085,76,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sep_2021,https://openalex.org/W1768069588,1,0.02068774358716133,0.07327899506519188,cache,True,0.0026309008049768892,50,10,0.0,1.0,0.006666666666666667,0.0,3.0,0.012096774193548387,0.0,5.0,0.014450867052023121
Sep_2021,https://openalex.org/W2079142947,1,0.020687919493097385,0.1494883167200125,cache,True,0.03986214962951113,32,10,0.0,4.0,0.03125,0.0,5.0,0.022026431718061675,0.0,7.0,0.021538461538461538
Sep_2021,https://openalex.org/W2606834381,1,0.020687180697951987,0.14350833565536214,cache,True,0.013319756437988883,55,10,0.0,2.0,0.012987012987012988,0.0,2.0,0.007874015748031496,0.0,3.0,0.0084985835694051
Sep_2021,https://openalex.org/W2000180785,1,0.02068774358716133,0.12390787896902275,cache,True,0.05189265698399942,51,10,0.0,0.0,0.0,0.0,1.0,0.00398406374501992,0.0,2.0,0.005714285714285714
Sep_2021,https://openalex.org/W2024032885,1,0.02068802503735787,0.18795384967604356,cache,True,0.02329359169709029,50,10,0.0,2.0,0.013422818791946308,1.0,2.0,0.008032128514056224,1.0,4.0,0.011527377521613832
Sep_2021,https://openalex.org/W1982436123,1,0.02068802503735787,0.08942407870077089,cache,True,0.06124395758520481,58,10,0.0,0.0,0.0,0.0,1.0,0.003875968992248062,0.0,1.0,0.002793296089385475
Sep_2021,https://openalex.org/W2581869019,0,0.02068806021889451,0.11629431640839108,cache,True,0.025460791348897727,20,10,0.0,1.0,0.008333333333333333,0.0,1.0,0.004545454545454545,0.0,2.0,0.006269592476489028
Sep_2021,https://openalex.org/W2123081263,0,0.020687919493097385,0.1039103081819478,cache,True,0.03452377311013792,53,10,0.0,1.0,0.006535947712418301,0.0,1.0,0.003952569169960474,0.0,1.0,0.0028328611898017
Sep_2021,https://openalex.org/W2791684544,0,0.020687497321297196,0.02901589959534493,cache,True,0.026200843016802422,54,10,0.0,0.0,0.0,0.0,1.0,0.003937007874015748,0.0,1.0,0.002824858757062147
Sep_2021,https://openalex.org/W2111229642,0,0.02068802503735787,0.07973943802167593,cache,True,0.04443632386483587,56,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sep_2021,https://openalex.org/W2537341202,0,0.020687180697951987,0.12362922693980061,cache,True,0.03301178793415625,43,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sep_2021,https://openalex.org/W2793756203,0,0.020687180697951987,0.04023386283394126,cache,True,-0.006734183923727155,88,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sep_2021,https://openalex.org/W595773546,0,0.02068802503735787,0.13996762059232384,cache,True,0.021357911530720572,48,10,0.0,6.0,0.04195804195804196,0.0,7.0,0.028925619834710745,0.0,9.0,0.026470588235294117
Sep_2021,https://openalex.org/W2766428986,0,0.0015374388802028007,0.019394120153584226,cache,True,0.04734665644404969,80,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002631578947368421
Sep_2021,https://openalex.org/W2046706409,0,0.02068802503735787,0.13564028311600523,cache,True,0.060619119421135965,47,10,0.0,3.0,0.020689655172413793,0.0,5.0,0.0205761316872428,0.0,8.0,0.023529411764705882
Sep_2021,https://openalex.org/W2164609613,0,0.019305342455324174,0.10240698594677133,cache,True,0.022876488132264727,77,10,0.0,2.0,0.011363636363636364,0.0,3.0,0.01090909090909091,0.0,3.0,0.008
Nelson_2002,https://openalex.org/W2075822341,1,0.0328896144946762,0.08497690287457928,cache,True,0.06671136174648354,21,10,0.0,0.0,0.0,0.0,1.0,0.007142857142857143,0.0,5.0,0.021551724137931036
Nelson_2002,https://openalex.org/W4244526763,1,0.017817660707140175,0.10768358310561169,cache,True,0.06291580182139121,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W2009902348,1,0.017819457317090916,0.144596143821746,cache,True,0.03349487762609024,38,10,0.0,0.0,0.0,0.0,1.0,0.006369426751592357,0.0,2.0,0.007936507936507936
Nelson_2002,https://openalex.org/W2041492652,1,0.017816263466569077,0.12354486741608423,cache,True,0.07221436148197341,30,10,0.0,0.0,0.0,0.0,1.0,0.006711409395973154,0.0,2.0,0.00819672131147541
Nelson_2002,https://openalex.org/W2134182256,1,0.017815265503368094,0.147765444461931,cache,True,0.08451657718595074,28,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W2027858461,1,0.017830640205018466,0.11292014309913379,cache,True,0.0071235573193326185,20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00425531914893617
Nelson_2002,https://openalex.org/W2022187355,1,0.0015374388802028007,0.17746549657090716,cache,True,0.06034371896701693,24,10,0.0,1.0,0.015625,1.0,4.0,0.02877697841726619,1.0,5.0,0.021367521367521368
Nelson_2002,https://openalex.org/W2045913584,1,0.017821653414604576,0.08828343311687212,cache,True,0.0916961414578145,28,10,0.0,0.0,0.0,0.0,9.0,0.06474820143884892,0.0,11.0,0.04721030042918455
Nelson_2002,https://openalex.org/W2142604492,1,0.017816263466569077,0.10842469621661309,cache,True,0.003870524775624745,47,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.015444015444015444
Nelson_2002,https://openalex.org/W2113533145,1,0.018393663525077913,0.03284326608152273,cache,True,0.026328573293384172,19,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W1978583360,0,0.017821653414604576,0.1743047810255019,cache,True,0.038784077931913075,21,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W2037099926,0,0.017814467172289652,0.09323109612990595,cache,True,0.02139912661520503,29,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W1974663609,0,0.017816263466569077,0.020692199605291214,cache,True,-0.015099097575767745,35,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W2031206742,0,0.017819457317090916,0.1084956665426098,cache,True,0.06703236981897284,58,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003663003663003663
Nelson_2002,https://openalex.org/W1989688260,0,0.0015374388802028007,0.08554603587714162,cache,True,0.025814967211330628,28,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W2103043920,0,0.017821653414604576,0.09043261077639987,cache,True,-0.00532530466480885,42,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W2012205995,0,0.017814467172289652,0.1543189050945172,cache,True,0.07744615009891453,32,10,0.0,3.0,0.04225352112676056,0.0,3.0,0.020134228187919462,0.0,3.0,0.012244897959183673
Nelson_2002,https://openalex.org/W2133667885,0,0.017814666751768425,0.06438410369536443,cache,True,0.010058837618462463,19,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson_2002,https://openalex.org/W1996599354,0,0.017817660707140175,0.043585548184294026,cache,True,0.031625484862414344,30,10,0.0,0.0,0.0,0.0,2.0,0.013513513513513514,0.0,5.0,0.02074688796680498
Nelson_2002,https://openalex.org/W1976365229,0,0.017821653414604576,0.12340305373929991,cache,True,0.04703188695344676,27,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van_der_Valk_2021,https://openalex.org/W2179093238,1,0.009504949286724797,0.09445566538867263,cache,True,0.08901753339382118,64,10,0.0,0.0,0.0,0.0,1.0,0.0035211267605633804,0.0,1.0,0.002617801047120419
van_der_Valk_2021,https://openalex.org/W2781512779,1,0.009504949286724797,0.12890462391043891,cache,True,0.07539009306376772,82,10,0.0,4.0,0.022222222222222223,0.0,8.0,0.02711864406779661,0.0,9.0,0.02295918367346939
van_der_Valk_2021,https://openalex.org/W2593635594,1,0.009505745341476343,0.15085453987157296,cache,True,0.07608401984253305,30,10,0.0,0.0,0.0,1.0,5.0,0.02032520325203252,1.0,12.0,0.03560830860534125
van_der_Valk_2021,https://openalex.org/W1987951226,1,0.009504471685553798,0.11744681856919602,cache,True,0.0061680114520587526,40,10,0.0,1.0,0.0070921985815602835,0.0,5.0,0.01953125,1.0,15.0,0.0436046511627907
van_der_Valk_2021,https://openalex.org/W2911774639,1,0.009505745341476343,0.07362666476154565,cache,True,0.027034946241834487,23,10,0.0,0.0,0.0,0.0,1.0,0.00411522633744856,0.0,1.0,0.002932551319648094
van_der_Valk_2021,https://openalex.org/W2952197677,1,0.009504949286724797,0.2718501335980918,cache,True,0.04676385368810654,48,10,0.0,2.0,0.013513513513513514,0.0,3.0,0.011278195488721804,0.0,3.0,0.008241758241758242
van_der_Valk_2021,https://openalex.org/W3020810195,1,0.009504471685553798,0.2112249487795826,cache,True,0.08874941025933725,26,10,0.0,3.0,0.024,0.0,6.0,0.024896265560165973,0.0,7.0,0.020710059171597635
van_der_Valk_2021,https://openalex.org/W2921445979,1,0.00950431249044358,0.15209313294597404,cache,True,0.11592201128607627,52,10,0.0,3.0,0.02,0.0,6.0,0.022556390977443608,0.0,6.0,0.016483516483516484
van_der_Valk_2021,https://openalex.org/W2044761599,1,0.009506859929003367,0.16200072056090176,cache,True,0.06834241955945818,40,10,0.0,4.0,0.028985507246376812,1.0,10.0,0.0398406374501992,1.0,14.0,0.04057971014492753
van_der_Valk_2021,https://openalex.org/W2911277958,1,0.00950431249044358,0.11407470419050666,cache,True,0.03528423982374683,59,10,0.0,4.0,0.025477707006369428,0.0,8.0,0.029411764705882353,0.0,19.0,0.052924791086350974
van_der_Valk_2021,https://openalex.org/W2728532422,0,0.00950431249044358,0.033162658110345564,cache,True,0.0488388979236746,26,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van_der_Valk_2021,https://openalex.org/W2403997134,0,0.009504949286724797,0.10625332365753629,cache,True,0.06125031203401434,19,10,0.0,1.0,0.008333333333333333,0.0,4.0,0.01694915254237288,0.0,5.0,0.015015015015015015
van_der_Valk_2021,https://openalex.org/W2603684978,0,0.00950431249044358,0.043022310362230434,cache,True,0.020427134328021915,0,10,0.0,0.0,0.0,0.0,2.0,0.0091324200913242,0.0,2.0,0.006309148264984227
van_der_Valk_2021,https://openalex.org/W2792972871,0,0.00950431249044358,0.036417473818918335,cache,True,0.03695463706753103,37,10,0.0,0.0,0.0,0.0,2.0,0.0078125,0.0,2.0,0.005649717514124294
van_der_Valk_2021,https://openalex.org/W2188348669,0,0.00950431249044358,0.010366645280137317,cache,True,0.0037293437714089397,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van_der_Valk_2021,https://openalex.org/W2080313127,0,0.009504949286724797,0.040062339776104565,cache,True,0.027913823696381356,0,10,0.0,0.0,0.0,0.0,1.0,0.004545454545454545,0.0,1.0,0.0031446540880503146
van_der_Valk_2021,https://openalex.org/W2044764304,0,0.009504949286724797,-0.023814294203357386,cache,True,0.0075457735891765465,14,10,0.0,1.0,0.008695652173913044,0.0,1.0,0.004273504273504274,0.0,1.0,0.0030120481927710845
van_der_Valk_2021,https://openalex.org/W4245051067,0,0.00950431249044358,-0.024589944572004478,cache,True,0.02793022060503282,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van_der_Valk_2021,https://openalex.org/W1483199116,0,0.00950431249044358,0.13356036395878396,cache,True,0.07016915229811661,47,10,0.0,2.0,0.013605442176870748,0.0,3.0,0.011320754716981131,0.0,3.0,0.008264462809917356
van_der_Valk_2021,https://openalex.org/W3025428317,0,0.009510045177493565,0.17723284966397795,cache,True,0.03265344687430944,48,10,0.0,3.0,0.02040816326530612,0.0,5.0,0.01893939393939394,0.0,6.0,0.01662049861495845
Meijboom_2021,https://openalex.org/W3089681955,1,0.010619104359439876,0.3226772387016277,cache,True,0.053038543209230626,49,10,0.0,3.0,0.039473684210526314,0.0,10.0,0.08333333333333333,0.0,15.0,0.09615384615384616
Meijboom_2021,https://openalex.org/W2764082441,1,0.010614541255234136,0.18724214614938803,cache,True,0.04982793272331182,30,10,0.0,3.0,0.05357142857142857,0.0,5.0,0.047619047619047616,1.0,6.0,0.041379310344827586
Meijboom_2021,https://openalex.org/W2911287680,1,0.010617887342089538,0.15605675378211084,cache,True,0.0362023003581054,15,10,0.0,0.0,0.0,0.0,3.0,0.03225806451612903,0.0,3.0,0.022388059701492536
Meijboom_2021,https://openalex.org/W2792122651,1,0.010619104359439876,0.1906961596642962,cache,True,0.09052222791940613,13,10,0.0,0.0,0.0,0.0,2.0,0.021739130434782608,0.0,2.0,0.015037593984962405
Meijboom_2021,https://openalex.org/W3127592492,1,0.010619104359439876,0.2261008235972572,cache,True,0.036259779739055836,30,10,0.0,2.0,0.034482758620689655,0.0,3.0,0.027777777777777776,0.0,3.0,0.020134228187919462
Meijboom_2021,https://openalex.org/W3048797834,1,0.010615940401073774,0.11296990621619282,cache,True,0.06368337385551046,14,10,0.0,2.0,0.047619047619047616,0.0,2.0,0.021505376344086023,0.0,3.0,0.022556390977443608
Meijboom_2021,https://openalex.org/W2913890755,1,0.01061823891072029,0.11072693198330658,cache,True,0.049112261456623826,15,10,0.0,2.0,0.046511627906976744,0.0,4.0,0.043478260869565216,0.0,5.0,0.03787878787878788
Meijboom_2021,https://openalex.org/W3093730414,1,0.010617481700273249,0.1003268776541725,cache,True,0.029229135679924162,27,10,0.0,4.0,0.07547169811320754,0.0,6.0,0.058823529411764705,0.0,6.0,0.04195804195804196
Meijboom_2021,https://openalex.org/W2898096328,1,0.01061823891072029,0.07495552290744154,cache,True,0.03123404335411184,15,10,0.0,5.0,0.125,0.0,6.0,0.06666666666666667,0.0,7.0,0.05384615384615385
Meijboom_2021,https://openalex.org/W2774116866,1,0.010617481700273249,0.23530348053586467,cache,True,0.07832825558008549,40,10,0.0,1.0,0.014492753623188406,0.0,4.0,0.03418803418803419,0.0,4.0,0.02531645569620253
Meijboom_2021,https://openalex.org/W2531216194,0,0.010619104359439876,0.03606004126345916,cache,True,-0.014932418383088245,82,10,0.0,0.0,0.0,0.0,1.0,0.006172839506172839,0.0,2.0,0.009900990099009901
Meijboom_2021,https://openalex.org/W2549378917,0,0.010619212545430941,0.028076716714597404,cache,True,-0.04667556406777261,34,10,0.0,7.0,0.12280701754385964,0.0,7.0,0.06481481481481481,0.0,7.0,0.04697986577181208
Meijboom_2021,https://openalex.org/W2985840482,0,0.010618969128482586,0.050451207222182604,cache,True,-0.0028605604072199156,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meijboom_2021,https://openalex.org/W2917800966,0,0.010618779808001376,0.043861500572160976,cache,True,-0.025534737641973282,62,10,0.0,0.0,0.0,0.0,2.0,0.014184397163120567,0.0,4.0,0.022222222222222223
Meijboom_2021,https://openalex.org/W2310313429,0,0.010619185498831075,0.05766362985453896,cache,True,0.01439879785128155,29,10,0.0,1.0,0.017543859649122806,0.0,2.0,0.018691588785046728,0.0,2.0,0.013513513513513514
Meijboom_2021,https://openalex.org/W3000887545,0,0.010619104359439876,-0.006883564862196706,cache,True,-0.00653444277017589,3,10,0.0,9.0,0.375,0.0,10.0,0.13513513513513514,0.0,10.0,0.08695652173913043
Meijboom_2021,https://openalex.org/W2938370322,0,0.010619104359439876,0.0,cache,True,-0.025278479713994315,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008064516129032258
Meijboom_2021,https://openalex.org/W2480851940,0,0.010619104359439876,0.11052595701913616,cache,True,0.020241745989547116,35,10,0.0,0.0,0.0,0.0,3.0,0.02654867256637168,0.0,5.0,0.03289473684210526
Meijboom_2021,https://openalex.org/W2889381861,0,0.010619212545430941,-0.03547989648876389,cache,True,-0.028822934736242825,5,10,0.0,1.0,0.029411764705882353,0.0,1.0,0.011764705882352941,0.0,1.0,0.007936507936507936
Meijboom_2021,https://openalex.org/W2117722893,0,0.010618779808001376,0.0037954830904315603,cache,True,0.0005031705606704517,79,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oud_2018,https://openalex.org/W2096356290,1,0.0013111965229425373,0.17674187739422426,cache,True,0.0313623046129716,53,10,0.0,7.0,0.05785123966942149,1.0,14.0,0.0660377358490566,1.0,15.0,0.05172413793103448
Oud_2018,https://openalex.org/W2002268935,0,0.01288513209619626,0.03509003132137443,cache,True,0.0037357264804650236,44,10,0.0,1.0,0.008547008547008548,0.0,3.0,0.014084507042253521,0.0,3.0,0.010273972602739725
Oud_2018,https://openalex.org/W2068470537,0,0.012885241197021636,-0.027834959291159485,cache,True,-0.012395398596888624,83,10,0.0,1.0,0.006369426751592357,0.0,1.0,0.00392156862745098,0.0,2.0,0.006006006006006006
Oud_2018,https://openalex.org/W1994796287,0,0.012884804799165997,0.0035904094621442284,cache,True,0.016230690167089404,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oud_2018,https://openalex.org/W2187271559,0,0.01288513209619626,-0.014784408715821235,cache,True,-0.013601418836014359,56,10,0.0,3.0,0.0234375,0.0,5.0,0.022321428571428572,0.0,5.0,0.0165016501650165
Oud_2018,https://openalex.org/W1969321104,0,0.012885241197021636,-0.02243539469831147,cache,True,-0.04151637248937302,38,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oud_2018,https://openalex.org/W2061352725,0,0.003079213361818003,0.046209174878977806,cache,True,-0.019810059897573326,72,10,0.0,2.0,0.013793103448275862,0.0,5.0,0.020833333333333332,0.0,8.0,0.02531645569620253
Oud_2018,https://openalex.org/W61611410,0,0.01288513209619626,0.013523351429847938,cache,True,-0.01019062849635835,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oud_2018,https://openalex.org/W1994404107,0,0.012884804799165997,0.019632551887297615,cache,True,0.0169781343009478,133,10,1.0,12.0,0.061224489795918366,1.0,14.0,0.04794520547945205,1.0,16.0,0.04336043360433604
Oud_2018,https://openalex.org/W2002091110,0,0.012885241197021636,-0.04241461470324706,cache,True,-0.05495224354629341,29,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oud_2018,https://openalex.org/W2328956903,0,0.012885241197021636,0.11247865810846902,cache,True,0.03099761637753505,46,10,0.0,0.0,0.0,0.0,2.0,0.009216589861751152,0.0,2.0,0.006756756756756757
Menon_2022,https://openalex.org/W2999401301,1,0.053695270063885914,0.06985695923961223,cache,True,-0.011832392571720113,48,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3017013680,1,0.010802044006220904,0.13502606204837123,cache,False,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
Menon_2022,https://openalex.org/W3008143010,1,0.0536893620356352,0.1333496034425622,cache,True,0.022680445145804723,85,10,0.0,0.0,0.0,0.0,5.0,0.014084507042253521,0.0,5.0,0.00865051903114187
Menon_2022,https://openalex.org/W3006585406,1,0.0536893620356352,0.07910664651992766,cache,True,0.04253800111672407,130,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0018450184501845018
Menon_2022,https://openalex.org/W2985765771,1,0.010805601651876974,0.1218674097023617,cache,True,0.004239656632142291,53,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3014686162,1,0.0536893620356352,0.09972028459078804,cache,True,-0.013869949483578017,79,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3012247440,1,0.0536893620356352,0.16764949212894137,cache,True,0.032339905121666554,72,10,0.0,0.0,0.0,0.0,3.0,0.00872093023255814,0.0,3.0,0.005291005291005291
Menon_2022,https://openalex.org/W3020494631,1,0.010805148796336931,0.030605081225168612,cache,True,-0.024642483957988418,27,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W2985113252,1,0.05367862173333743,0.07384672810230919,cache,True,-0.02428156320892734,63,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W2989222914,1,0.010802044006220904,0.13518274033760613,cache,True,0.01908011707991157,90,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3010885793,0,0.010803855026658617,0.11331511420551973,cache,True,0.028302023084203515,53,10,0.0,0.0,0.0,0.0,1.0,0.0030581039755351682,0.0,1.0,0.0018181818181818182
Menon_2022,https://openalex.org/W2996818840,0,0.010806119224018114,0.07842863115858491,cache,True,-0.004052375640791597,85,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3020263606,0,0.010806119224018114,0.035453307056556346,cache,True,-0.07142195692179416,49,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3018612201,0,0.010806119224018114,0.06158253246084236,cache,True,-0.046913874581516614,47,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3024115300,0,0.010805148796336931,0.026957886835569454,cache,True,-0.07876156086035921,48,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W2961806271,0,0.0536893620356352,0.07250889110788324,cache,True,-0.026257450179453842,56,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3013064054,0,0.010803855026658617,0.15890136829783363,cache,True,-0.006280161263070738,33,10,0.0,0.0,0.0,0.0,1.0,0.003257328990228013,0.0,1.0,0.0018867924528301887
Menon_2022,https://openalex.org/W3033415599,0,0.010806119224018114,0.08120003742370874,cache,True,-0.0014601369543734075,108,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menon_2022,https://openalex.org/W3019024509,0,0.010806119224018114,0.07402985147208863,cache,True,-0.06104029935935587,66,10,0.0,0.0,0.0,0.0,1.0,0.0029411764705882353,0.0,1.0,0.0017761989342806395
Menon_2022,https://openalex.org/W3000312615,0,0.010806119224018114,0.10953263531161815,cache,True,0.0074058889776452835,50,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeyaraman_2020,https://openalex.org/W2990325718,1,0.020210683290034316,0.2897383994691468,cache,True,0.07655384904058439,54,10,0.0,0.0,0.0,0.0,2.0,0.00816326530612245,0.0,2.0,0.005988023952095809
Jeyaraman_2020,https://openalex.org/W2295571328,1,0.020210875114821863,0.22004927235731453,cache,True,0.02610966226289016,43,10,0.0,3.0,0.02727272727272727,0.0,6.0,0.02608695652173913,0.0,6.0,0.018808777429467086
Jeyaraman_2020,https://openalex.org/W2009786866,1,0.02020857333449669,0.05470684959748176,cache,True,0.011741830342972798,33,10,0.0,7.0,0.07291666666666667,0.0,8.0,0.03669724770642202,0.0,11.0,0.03618421052631579
Jeyaraman_2020,https://openalex.org/W2196967344,1,0.020211028575929012,0.16476887813165242,cache,True,0.05454178667321885,45,10,1.0,4.0,0.036036036036036036,1.0,11.0,0.048458149779735685,1.0,15.0,0.04807692307692308
Jeyaraman_2020,https://openalex.org/W2055110769,1,0.020210875114821863,0.08495110303074109,cache,True,0.037480257799250544,35,10,1.0,10.0,0.10526315789473684,1.0,14.0,0.06542056074766354,1.0,16.0,0.053156146179401995
